snapshot_id,snapshot_date,warehouse_id,product_sku,quantity_on_hand,reserved_qty,available_qty,unit_cost,last_received_date,snapshot_date_raw,last_received_date_raw
SNP203048,,WH100,SKU100428,19,3,16,263,,2024-01-22 00:00:00,2023-04-18
SNP203049,2025-03-03,WH109,SKU100406,13,2,11,₹109,,03/03/2025,21 Sep 2023
SNP203050,,WH106,SKU100222,18,0,18,₹116,,2025/05/05,09/26/2025
SNP203051,,WH100,SKU100372,19,0,19,₹196,,2024-05-06,2024-01-18
SNP203052,,WH104,SKU100161,23,4,19,₹56,,02 Jun 2025,27-Jan-2023
SNP203053,2025-01-13,WH107,SKU100531,22,2,20,₹4,,13/01/2025,26/04/2023
SNP203054,,WH102,SKU100112,19,1,18,92.26,,20-Jan-2025,21/06/2023
SNP203055,,WH105,SKU100470,20,1,19,105.76,,2024/12/02,07 Mar 2023
SNP203056,,WH106,SKU100137,18,3,15,112.19,2023-08-22,02-12-2024 00:00:00,2023/08/22
SNP203057,,WH109,SKU100375,11,2,9,250,,06 Oct 2025,10/12/2023
SNP203058,,WH103,SKU100458,21,3,18,112.40,,03-03-2025 00:00:00,01-04-2025 00:00:00
SNP203059,,WH105,SKU100463,22,5,17,115.37,,15-Jan-2024,10 Oct 2024
SNP203060,,WH104,SKU100532,20,1,19,166.13,2023-08-27,29-12-2025 00:00:00,2023/08/27
SNP203061,,WH107,SKU100447,19,1,18,193.53,,02-Sep-2024,26-Mar-2025
SNP203062,,WH101,SKU100498,13,2,11,152.56,,2025-09-08 00:00:00,28 Oct 2024
SNP203063,2024-07-15,WH106,SKU100494,17,1,16,77,,15/07/2024,
SNP203064,,WH105,SKU100141,12,0,12,₹18,,04/22/2024,13-12-2024 00:00:00
SNP203065,,WH106,SKU100144,18,1,17,₹349,,2024-08-19 00:00:00,25-Aug-2023
SNP203066,2025-12-01,WH107,SKU100053,24,1,23,₹139,,01/12/2025,02/07/2024
SNP203067,,WH100,SKU100473,11,6,5,49.21,,2024-10-28,28/01/2025
SNP203068,,WH108,SKU100064,12,3,9,38,,08-Apr-2024,27-05-2025 00:00:00
SNP203069,,WH101,SKU100127,14,2,12,₹4,,04/28/2025,15 Dec 2023
SNP203070,,WH103,SKU100353,10,3,7,155.57,,2024/06/10,01/21/2023
SNP203071,2025-03-17,WH105,SKU100137,23,2,21,34.99,,17/03/2025,07/01/2023
SNP203072,,WH106,SKU100243,19,1,18,39.41,,2024/06/10,08-Sep-2023
SNP203073,,WH109,SKU100272,20,1,19,184,,2024-02-19,
SNP203074,,WH100,SKU100501,24,1,23,27.82,,22-Jul-2024,06/06/2024
SNP203075,,WH105,SKU100233,17,2,15,₹154,,2025/05/26,
SNP203076,,WH106,SKU100443,16,3,13,303.28,,24 Nov 2025,02/18/2025
SNP203077,,WH106,SKU100194,21,2,19,187,,26-02-2024 00:00:00,2024-12-29
SNP203078,2024-01-29,WH103,SKU100513,20,3,17,₹128,,29/01/2024,2025-04-05
SNP203079,,WH100,SKU100484,14,2,12,235.59,,2025-11-17 00:00:00,
SNP203080,,WH108,SKU100552,21,1,20,41,,02 Sep 2024,2024-10-24
SNP203081,,WH106,SKU100476,16,1,15,171.82,,01/29/2024,16-02-2023 00:00:00
SNP203082,,WH108,SKU100355,21,1,20,₹159,,06/23/2025,09-01-2024 00:00:00
SNP203083,,WH105,SKU100325,16,6,10,₹69,,01/27/2025,
SNP203084,,WH109,SKU100529,18,1,17,94.77,,2024-07-15 00:00:00,06-05-2023 00:00:00
SNP203085,,WH103,SKU100223,16,2,14,55.25,,16-Dec-2024,14 Sep 2025
SNP203086,,WH109,SKU100386,13,3,10,119.85,,2025-12-01,14-10-2024 00:00:00
SNP203087,,WH100,SKU100242,18,0,18,278.42,,2024-01-15,
SNP203088,,WH109,SKU100098,17,2,15,180.45,,2024-05-06 00:00:00,11/01/2025
SNP203089,,WH107,SKU100491,17,3,14,172.62,,2025/04/14,08-Feb-2023
SNP203090,2025-08-11,WH101,SKU100466,24,1,23,113.88,,11/08/2025,04/04/2025
SNP203091,,WH103,SKU100598,18,2,16,127.71,2023-08-15,23-Jun-2025,2023/08/15
SNP203092,2025-08-11,WH102,SKU100244,15,2,13,265.25,,11/08/2025,03-Jul-2025
SNP203093,,WH103,SKU100391,14,0,14,100.03,2023-04-19,08-Jan-2024,2023/04/19
SNP203094,,WH101,SKU100480,16,2,14,143.90,,14 Oct 2024,18/01/2025
SNP203095,,WH101,SKU100189,19,2,17,54,,11-08-2025 00:00:00,14-12-2025 07:24:36
SNP203096,,WH105,SKU100549,16,5,11,₹90,,28-04-2025 00:00:00,14-07-2025 00:00:00
SNP203097,2024-10-14,WH103,SKU100595,16,2,14,104.5,,14/10/2024,21-Nov-2023
SNP203098,,WH107,SKU100112,15,2,13,₹135,,03/24/2025,07-12-2025 00:00:00
SNP203099,,WH101,SKU100154,12,4,8,30.36,,2025/10/06,2025-12-24
SNP203100,,WH105,SKU100485,13,2,11,₹1,2024-01-21,2025/10/27,2024/01/21
SNP203101,,WH100,SKU100415,25,3,22,94.59,,2025-06-30,
SNP203102,,WH103,SKU100386,-3,0,-1,₹139,,03-Mar-2025,24 May 2025
SNP203103,,WH109,SKU100011,12,1,11,43.81,,25 Nov 2024,09/30/2025
SNP203104,,WH104,SKU100265,20,1,19,₹72,,2025-04-28,
SNP203105,,WH102,SKU100150,13,5,18,244.03,,11-08-2025 00:00:00,09/04/2023
SNP203106,,WH100,SKU100553,14,1,13,156,,2024-03-04 00:00:00,22/03/2025
SNP203107,2025-09-06,WH106,SKU100365,13,3,10,136,,06/09/2025,07-May-2024
SNP203108,2025-01-20,WH106,SKU100006,24,2,22,₹93,,20/01/2025,11/03/2025
SNP203109,2024-09-30,WH100,SKU100548,19,0,19,₹73,,30/09/2024,06 Dec 2024
SNP203110,,WH101,SKU100238,18,1,17,139,,06/24/2024,2023-05-12
SNP203111,2025-03-24,WH102,SKU100365,19,4,15,108.38,,24/03/2025,01-Apr-2023
SNP203112,,WH103,SKU100301,11,2,9,41.59,,10 Mar 2025,
SNP203113,,WH105,SKU100579,12,3,9,₹184,,2024-09-30,20-Feb-2023
SNP203114,,WH106,SKU100011,22,5,17,82,,2024-09-09,15/11/2023
SNP203115,,WH105,SKU100599,17,2,15,216.94,,23-Dec-2024,22-Mar-2024
SNP203116,,WH100,SKU100066,20,3,17,195.32,2023-12-24,05 May 2025,2023/12/24
SNP203117,,WH105,SKU100246,18,0,18,52,,2025/07/28,01 Sep 2025
SNP203118,,WH102,SKU100071,16,1,15,157.52,2023-04-18,2024/07/22,2023/04/18
SNP203119,,WH109,SKU100114,16,1,15,176,,08 Sep 2025,16-12-2024 00:00:00
SNP203120,,WH100,SKU100246,16,1,15,77,,19-Feb-2024,17 Aug 2023
SNP203121,,WH104,SKU100511,27,2,25,₹187,,2025-12-01,10 Aug 2023
SNP203122,,WH100,SKU100548,18,0,18,17.53,,27 May 2024,2023-04-18
SNP203123,,WH102,SKU100117,20,1,19,₹105,2023-03-02,27-01-2025 00:00:00,2023/03/02
SNP203124,,WH107,SKU100590,25,4,21,₹151,,2025-01-13,03/02/2024
SNP203125,,WH102,SKU100113,19,4,15,0.34,,2025/11/03,04-02-2025 00:00:00
SNP203126,,WH101,SKU100499,16,0,16,149,,2024-10-21,
SNP203127,,WH107,SKU100253,26,2,24,46,,19 Feb 2024,08/29/2023
SNP203128,,WH109,SKU100134,26,1,25,253.75,,10 Jun 2024,13-10-2023 00:00:00
SNP203129,,WH100,SKU100275,20,2,18,77.39,,10-11-2025 00:00:00,03/11/2024
SNP203130,,WH101,SKU100341,16,5,7,122,,28-07-2025 00:00:00,17-09-2024 00:00:00
SNP203131,,WH104,SKU100084,14,1,13,₹21,,29-04-2024 00:00:00,01/12/2025
SNP203132,2024-12-08,WH104,SKU100485,20,2,18,₹169,,08/12/2024,01-Oct-2023
SNP203133,2024-01-22,WH100,SKU100196,18,2,16,3,,22/01/2024,30-12-2023 00:00:00
SNP203134,,WH100,SKU100043,20,5,15,82,,02/17/2025,2023-08-14
SNP203135,,WH103,SKU100373,18,2,16,₹120,,05 Feb 2024,04-May-2023
SNP203136,,WH108,SKU100290,24,1,23,192,,21-Oct-2024,2024-01-22
SNP203137,,WH106,SKU100530,21,2,19,42,,15 Dec 2025,2024-02-02
SNP203138,,WH102,SKU100391,14,1,13,199.03,,31-Mar-2025,18 Aug 2024
SNP203139,,WH101,SKU100556,11,3,8,64.18,,2024-11-18,29-02-2024 00:00:00
SNP203140,,WH102,SKU100001,14,1,13,201.49,,2024-06-10,05/05/2024
SNP203141,,WH109,SKU100452,17,3,14,163,,2025-07-07 00:00:00,23 Aug 2025
SNP203142,,WH102,SKU100243,19,1,18,122,,05-Feb-2024,06-Jan-2025
SNP203143,,WH108,SKU100398,19,4,15,6.76,,29 Sep 2025,21 Nov 2024
SNP203144,,WH108,SKU100099,15,0,15,117.0,,2025-03-03,04/14/2023
SNP203145,,WH101,SKU100455,29,3,26,2.79,,2025/03/17,2024-02-20
SNP203146,,WH103,SKU100474,20,1,19,₹275,,18-03-2024 00:00:00,11-07-2025 00:00:00
SNP203147,,WH103,SKU100311,19,1,18,112.43,,2024/10/21,
SNP203148,,WH104,SKU100521,17,1,16,₹121,,2025/06/16,2023-07-30
SNP203149,,WH108,SKU100480,23,2,21,₹128,,2024/05/13,
SNP203150,,WH108,SKU100182,17,1,16,43.78,,2024-08-26 00:00:00,02-Apr-2023
SNP203151,,WH104,SKU100163,9,0,9,255,2025-08-25,22 Apr 2024,2025/08/25
SNP203152,,WH108,SKU100459,17,0,17,92.25,,13 May 2024,2025-12-11
SNP203153,,WH107,SKU100205,18,2,16,128.83,,26-May-2025,18 Jun 2024
SNP203154,,WH101,SKU100599,12,4,8,₹157,,2025/06/02,04/09/2023
SNP203155,,WH106,SKU100583,15,1,14,176.06,,07-Oct-2024,11/24/2023
SNP203156,,WH107,SKU100465,15,0,23,225.73,,2024/03/11,11/08/2023
SNP203157,,WH100,SKU100276,12,3,9,₹26,,15 Sep 2025,
SNP203158,,WH100,SKU100002,14,5,9,214.66,,08-09-2025 00:00:00,2025-01-18
SNP203159,,WH100,SKU100379,11,5,6,150.57,,09/16/2024,04/18/2023
SNP203160,2025-10-06,WH100,SKU100370,13,3,10,153,,06/10/2025,02 Nov 2023
SNP203161,,WH100,SKU100016,14,0,14,₹140,2023-04-28,2025-03-31,2023/04/28
SNP203162,,WH106,SKU100111,10,4,6,₹141,,11-Mar-2024,19-Mar-2024
SNP203163,,WH104,SKU100474,22,2,20,239.75,,2024/12/09,03/01/2024
SNP203164,,WH103,SKU100556,23,2,21,₹35,2025-09-13,15-Dec-2025,2025/09/13
SNP203165,,WH101,SKU100536,23,4,19,174,,13 Oct 2025,05/11/2025
SNP203166,2024-08-12,WH102,SKU100510,26,3,23,₹154,2024-02-06,12/08/2024,2024/02/06
SNP203167,,WH104,SKU100470,22,2,20,1.14,,06-05-2024 00:00:00,28-11-2024 00:00:00
SNP203168,2025-02-06,WH105,SKU100056,11,3,8,86.46,,06/02/2025,30-04-2023 00:00:00
SNP203169,,WH101,SKU100402,20,1,28,212,,2024-04-29,20 Nov 2023
SNP203170,,WH108,SKU100289,21,2,19,38,,22 Apr 2024,12/01/2024
SNP203171,2024-07-10,WH109,SKU100077,14,1,13,13,,10/07/2024,
SNP203172,2024-11-18,WH100,SKU100524,20,3,17,47.00,,18/11/2024,2025-02-04
SNP203173,,WH108,SKU100349,23,3,20,16.81,,07 Oct 2024,
SNP203174,2024-05-06,WH100,SKU100187,17,3,14,₹205,,06/05/2024,25-Apr-2024
SNP203175,,WH109,SKU100488,15,1,14,₹105,,29-Apr-2024,03/10/2025
SNP203176,,WH101,SKU100554,27,1,26,149.54,,25-Aug-2025,04-Aug-2023
SNP203177,,WH103,SKU100526,23,2,21,₹200,2023-08-19,2025/09/01,2023/08/19
SNP203178,,WH104,SKU100185,17,3,14,96.22,,13 Jan 2025,
SNP203179,,WH102,SKU100007,21,3,18,255,,28-10-2024 00:00:00,20/01/2023
SNP203180,,WH105,SKU100486,23,4,19,₹144,,2025/08/18,2023-06-19
SNP203181,,WH109,SKU100097,12,3,9,243.72,,2024/09/16,04-04-2023 00:00:00
SNP203182,,WH107,SKU100456,14,2,12,146.70,,2024-01-08,20-Sep-2025
SNP203183,,WH107,SKU100491,21,1,20,₹322,2024-07-12,29-12-2025 00:00:00,2024/07/12
SNP203184,,WH107,SKU100023,17,3,14,₹138,,07/15/2024,2024-04-28
SNP203185,,WH105,SKU100560,18,2,16,128.81,,20 May 2024,18/12/2025
SNP203186,,WH102,SKU100450,11,1,10,65,,24 Feb 2025,03-Aug-2024
SNP203187,,WH101,SKU100223,16,1,15,211.75,,2025/11/17,08 May 2025
SNP203188,,WH106,SKU100451,22,0,22,101,,23-Jun-2025,
SNP203189,2024-12-30,WH101,SKU100177,16,1,15,₹216,,30/12/2024,23 Mar 2023
SNP203190,,WH103,SKU100050,19,4,15,114.64,,10-Jun-2024,28-03-2023 00:00:00
SNP203191,,WH101,SKU100234,15,2,13,91,,2024-03-18 00:00:00,16-Sep-2025
SNP203192,,WH104,SKU100310,21,1,20,40.31,,2024/03/18,06-08-2023 00:00:00
SNP203193,,WH102,SKU100120,24,0,24,₹55,,04-Aug-2025,21-12-2025 02:43:39
SNP203194,,WH105,SKU100029,14,1,13,95.43,,04/29/2024,14/06/2023
SNP203195,,WH103,SKU100221,17,1,16,28,,2025-07-07 00:00:00,
SNP203196,,WH108,SKU100521,12,2,10,151.3,,2024-07-22 00:00:00,08-08-2023 00:00:00
SNP203197,,WH105,SKU100527,25,1,24,77.9,2025-07-09,2025-03-03,2025/07/09
SNP203198,,WH105,SKU100266,14,2,12,250.92,,01-Jan-2024,27-01-2023 14:19:49
SNP203199,,WH106,SKU100557,15,1,14,₹197,,2025-01-06,
SNP203200,,WH102,SKU100590,19,1,18,₹12,,18-Mar-2024,02/13/2025
SNP203201,,WH109,SKU100238,18,1,17,146,2024-06-17,2024-02-26 00:00:00,2024/06/17
SNP203202,,WH104,SKU100335,14,2,12,54.37,,2024-11-18 00:00:00,06 Aug 2025
SNP203203,,WH103,SKU100371,23,1,22,₹161,,01 Dec 2025,10/10/2024
SNP203204,2025-09-22,WH107,SKU100372,18,4,14,₹10,,22/09/2025,2025-06-20
SNP203205,,WH103,SKU100057,17,1,16,123.18,,2024-03-25,
SNP203206,,WH107,SKU100096,29,4,25,69.33,,22-12-2025 00:00:00,16/09/2024
SNP203207,,WH108,SKU100587,21,1,20,74.81,2024-12-27,2024-05-27 00:00:00,2024/12/27
SNP203208,,WH100,SKU100232,20,1,19,120.75,,2025-02-03 00:00:00,03-Dec-2025
SNP203209,,WH104,SKU100535,22,1,21,170,2023-10-02,2024-02-19 00:00:00,2023/10/02
SNP203210,2025-08-04,WH107,SKU100329,15,4,11,56.68,,04/08/2025,22-02-2024 00:00:00
SNP203211,,WH101,SKU100449,18,1,17,₹14,,27 Oct 2025,
SNP203212,2025-12-15,WH106,SKU100129,16,0,16,236.18,,15/12/2025,29/11/2025
SNP203213,,WH100,SKU100573,14,3,11,15,,2024-12-02 00:00:00,06-03-2023 00:00:00
SNP203214,,WH100,SKU100328,21,2,19,191.43,,2025/11/17,10/12/2025
SNP203215,,WH107,SKU100097,19,1,18,₹58,,2025/04/14,08/05/2024
SNP203216,2025-09-22,WH103,SKU100517,21,2,19,205,,22/09/2025,07 Apr 2023
SNP203217,,WH106,SKU100582,18,2,16,₹55,,08-12-2025 00:00:00,19/02/2023
SNP203218,,WH101,SKU100508,18,4,14,194.72,,06/24/2024,06/25/2023
SNP203219,,WH105,SKU100591,17,3,14,62.62,2023-02-14,2025-06-02 00:00:00,2023/02/14
SNP203220,,WH103,SKU100061,14,1,13,63,,2024-04-29 00:00:00,26-Feb-2023
SNP203221,,WH105,SKU100314,23,2,21,258,2024-09-23,18-Nov-2024,2024/09/23
SNP203222,,WH108,SKU100150,17,3,14,146.16,,14-04-2025 00:00:00,27-01-2025 14:10:43
SNP203223,,WH107,SKU100006,12,0,12,93,,08 Dec 2025,02/20/2025
SNP203224,,WH104,SKU100428,13,2,11,65,,2024-04-29 00:00:00,03-09-2023 00:00:00
SNP203225,,WH109,SKU100194,26,1,25,80.62,,2024-03-11,01/11/2024
SNP203226,,WH104,SKU100592,10,0,10,₹117,,07-Apr-2025,03/25/2024
SNP203227,,WH100,SKU100129,19,8,11,₹181,,22-12-2025 00:00:00,
SNP203228,2024-06-03,WH107,SKU100446,15,5,10,₹79,,03/06/2024,2023-02-10
SNP203229,,WH108,SKU100003,18,3,15,99.67,,05-05-2025 00:00:00,27-Dec-2024
SNP203230,,WH106,SKU100198,11,1,10,27,,2025-09-22,28/10/2025
SNP203231,,WH105,SKU100175,21,3,18,286.49,,06 May 2024,01/07/2023
SNP203232,2024-11-11,WH109,SKU100556,18,1,17,₹102,,11/11/2024,
SNP203233,,WH105,SKU100089,15,3,12,181.01,,2024-12-09 00:00:00,2024-08-30
SNP203234,,WH100,SKU100285,9,1,8,33.19,,25 Nov 2024,08-Jan-2023
SNP203235,,WH109,SKU100510,29,1,28,251,,2025/11/24,09-07-2025 00:00:00
SNP203236,,WH108,SKU100107,19,4,15,119.52,,2025/03/03,28-Dec-2023
SNP203237,,WH103,SKU100433,15,0,15,180.86,,28-04-2025 00:00:00,
SNP203238,,WH101,SKU100334,14,3,11,25,,21-Oct-2024,2024-11-15
SNP203239,,WH105,SKU100134,21,1,20,88.67,,07-07-2025 00:00:00,06 Mar 2025
SNP203240,2024-12-09,WH106,SKU100059,16,3,13,156.68,,09/12/2024,21-10-2024 17:46:10
SNP203241,,WH108,SKU100222,22,3,19,131.82,,08/18/2025,08/09/2023
SNP203242,,WH103,SKU100139,31,3,28,136.08,,11-Nov-2024,
SNP203243,,WH102,SKU100352,18,2,16,₹187,2025-11-20,04 Nov 2024,2025/11/20
SNP203244,,WH103,SKU100428,10,1,9,176.7,,16-Sep-2024,
SNP203245,,WH108,SKU100418,21,2,19,61,,17 Jun 2024,10 Jun 2024
SNP203246,,WH103,SKU100244,15,0,15,155.91,2024-08-07,27 Oct 2025,2024/08/07
SNP203247,,WH102,SKU100438,10,2,8,160,2023-05-11,11 Mar 2024,2023/05/11
SNP203248,,WH102,SKU100291,12,2,10,49.86,2025-01-15,2024/08/26,2025/01/15
SNP203249,2025-08-11,WH101,SKU100441,10,2,8,133.53,,11/08/2025,
SNP203250,,WH104,SKU100333,21,5,16,73.62,,17-03-2025 00:00:00,2024-11-10
SNP203251,,WH103,SKU100366,20,2,18,₹115,,04/29/2024,19/05/2025
SNP203252,,WH105,SKU100369,22,3,19,₹193,,04/29/2024,15 Jun 2025
SNP203253,,WH103,SKU100103,20,2,18,₹51,,2024/09/02,18-Aug-2025
SNP203254,,WH105,SKU100275,16,2,14,₹6,2024-07-04,29-09-2025 00:00:00,2024/07/04
SNP203255,,WH107,SKU100297,20,2,18,6,,12-Aug-2024,14/04/2023
SNP203256,,WH109,SKU100240,7,2,5,₹108,,14 Jul 2025,07-04-2024 00:00:00
SNP203257,,WH106,SKU100219,17,1,16,₹190,,22-Apr-2024,
SNP203258,,WH108,SKU100005,23,1,22,134.86,,11-11-2024 00:00:00,27 Aug 2025
SNP203259,,WH100,SKU100068,16,4,12,209.62,,05 Feb 2024,11-Nov-2023
SNP203260,,WH107,SKU100260,12,2,10,₹69,,07/28/2025,
SNP203261,,WH104,SKU100293,15,1,14,29,2023-05-06,2025-09-22,2023/05/06
SNP203262,,WH103,SKU100561,16,1,15,44.93,,21-Apr-2025,20-Jan-2023
SNP203263,,WH105,SKU100414,15,4,11,85.79,,11-08-2025 00:00:00,28 Jun 2023
SNP203264,,WH102,SKU100089,19,1,18,₹44,,2024-07-08 00:00:00,2025-05-19
SNP203265,,WH104,SKU100113,17,1,16,124.10,,2024/04/15,04/09/2023
SNP203266,2024-05-13,WH103,SKU100547,9,1,8,94,,13/05/2024,07/28/2025
SNP203267,,WH107,SKU100185,19,1,25,184,2023-12-04,2024-04-08 00:00:00,2023/12/04
SNP203268,,WH102,SKU100227,19,1,18,113.91,,2024-01-08,23-02-2025 00:00:00
SNP203269,,WH109,SKU100359,19,1,18,190,,2024/08/05,15 Oct 2025
SNP203270,,WH105,SKU100197,13,1,12,₹188,,03-06-2024 00:00:00,20-Jan-2023
SNP203271,,WH109,SKU100148,20,5,15,183,,2025-03-31 00:00:00,
SNP203272,,WH105,SKU100571,21,2,19,168,,2024-12-16 00:00:00,2023-02-23
SNP203273,,WH109,SKU100228,18,2,16,227.84,,2025-10-13,14 Dec 2023
SNP203274,2025-11-10,WH105,SKU100054,20,5,15,233,,10/11/2025,2024-07-04
SNP203275,2025-05-26,WH100,SKU100219,19,2,17,222.67,,26/05/2025,07-Jun-2023
SNP203276,,WH106,SKU100124,17,2,15,295.03,,2024/03/25,24-Jan-2025
SNP203277,,WH107,SKU100142,12,0,12,218.9,,2024/05/06,04/06/2025
SNP203278,,WH107,SKU100180,14,2,12,38,,29 Sep 2025,11/12/2024
SNP203279,,WH106,SKU100473,13,2,11,50.22,,2024/05/27,10/02/2024
SNP203280,,WH103,SKU100535,18,1,17,140.14,,2024-07-22,08/05/2024
SNP203281,,WH103,SKU100344,26,0,26,36.12,,2025-05-05,10-May-2023
SNP203282,,WH102,SKU100253,6,2,4,158.37,,01-04-2024 00:00:00,02/24/2023
SNP203283,,WH109,SKU100436,20,2,18,260.97,,2024-03-04,20-Sep-2024
SNP203284,,WH101,SKU100037,17,2,15,185,2024-03-09,2024-01-15 00:00:00,2024/03/09
SNP203285,,WH108,SKU100446,12,8,4,₹50,,30-Dec-2024,11/11/2025
SNP203286,,WH107,SKU100151,16,1,15,147.13,,2025-10-20,26/08/2023
SNP203287,,WH104,SKU100016,13,4,9,88,,2025-02-17 00:00:00,19-Feb-2025
SNP203288,,WH101,SKU100220,20,3,17,166.46,,04/22/2024,27-Aug-2024
SNP203289,2025-11-24,WH103,SKU100124,14,4,10,₹132,,24/11/2025,2024-03-08
SNP203290,,WH107,SKU100327,15,3,12,168.33,,28 Oct 2024,2024-10-02
SNP203291,,WH108,SKU100469,16,2,14,₹87,,06/24/2024,17-Nov-2025
SNP203292,2025-12-29,WH107,SKU100583,16,1,15,₹32,2023-05-26,29/12/2025,2023/05/26
SNP203293,,WH108,SKU100230,16,3,13,76.18,,12-May-2025,27/06/2024
SNP203294,,WH102,SKU100297,12,3,9,86,,26-Aug-2024,01 Dec 2024
SNP203295,,WH102,SKU100303,21,1,20,₹85,,2025/01/27,13-Jul-2025
SNP203296,,WH104,SKU100292,21,2,19,85.81,,2025-06-02,30 Jul 2023
SNP203297,2025-01-09,WH107,SKU100031,22,2,20,85.56,2023-12-11,09/01/2025,2023/12/11
SNP203298,,WH104,SKU100539,23,0,23,39.32,,2025/11/17,01/01/2023
SNP203299,,WH109,SKU100028,22,1,21,106.88,,03-06-2024 00:00:00,12/07/2025
SNP203300,,WH105,SKU100146,20,3,17,285.13,,13-Jan-2025,03-Jun-2025
SNP203301,2024-07-10,WH105,SKU100060,10,5,5,₹38,,10/07/2024,14-Jun-2024
SNP203302,,WH101,SKU100297,14,2,12,215.82,,2024/06/10,22 Aug 2025
SNP203303,2025-06-02,WH104,SKU100324,24,2,22,₹28,,02/06/2025,10-11-2025 00:00:00
SNP203304,,WH107,SKU100428,29,4,25,118,,2024-12-16 00:00:00,15/09/2025
SNP203305,,WH107,SKU100112,14,3,11,212.43,,2025/08/04,04/07/2023
SNP203306,,WH109,SKU100349,17,1,16,130.96,,2024-10-28 00:00:00,11/06/2023
SNP203307,,WH107,SKU100250,21,2,19,80.96,,2025-02-17 00:00:00,30-May-2024
SNP203308,,WH109,SKU100558,18,0,18,135,,2025-03-10 00:00:00,05-Feb-2024
SNP203309,,WH109,SKU100200,18,2,16,₹316,,2024-05-27,02 Jul 2023
SNP203310,,WH107,SKU100006,27,0,27,191.01,,16-Jun-2025,02/03/2025
SNP203311,2024-08-26,WH106,SKU100387,18,1,17,₹279,,26/08/2024,17 Sep 2023
SNP203312,2025-10-11,WH106,SKU100488,18,3,15,118.81,,11/10/2025,01/26/2023
SNP203313,,WH102,SKU100315,19,3,16,₹124,,07 Oct 2024,09-Jul-2023
SNP203314,,WH100,SKU100303,24,1,23,86.36,,01-09-2025 00:00:00,15/09/2024
SNP203315,,WH103,SKU100180,22,2,20,53,,06 May 2024,03/03/2023
SNP203316,,WH101,SKU100442,22,5,17,99.47,,29-Jul-2024,17-04-2023 00:00:00
SNP203317,,WH102,SKU100369,14,5,9,181.41,,2024/11/18,2024-04-04
SNP203318,,WH107,SKU100116,22,2,20,₹107,,09-Sep-2024,05-07-2025 00:00:00
SNP203319,2024-07-29,WH107,SKU100195,7,3,4,70.85,,29/07/2024,08/01/2024
SNP203320,,WH100,SKU100148,19,1,18,₹103,,2025/03/31,05/02/2023
SNP203321,,WH103,SKU100005,23,0,23,168,,2024/07/08,07 Aug 2025
SNP203322,,WH105,SKU100524,14,3,11,30.88,,2024-04-01,23-10-2025 00:00:00
SNP203323,,WH101,SKU100374,23,1,22,₹124,,06-01-2025 00:00:00,2023-06-21
SNP203324,,WH100,SKU100040,15,3,12,₹120,,2024-06-10,2024-02-01
SNP203325,,WH105,SKU100569,19,3,16,71.7,,20-10-2025 00:00:00,2023-05-02
SNP203326,,WH109,SKU100531,17,4,13,₹134,,11/18/2024,2025-08-02
SNP203327,,WH103,SKU100469,18,3,15,138.6,,21 Apr 2025,01/04/2023
SNP203328,,WH101,SKU100008,20,1,19,174.55,,04-Aug-2025,
SNP203329,2025-06-16,WH103,SKU100336,14,0,14,151,2025-02-09,16/06/2025,2025/02/09
SNP203330,2025-07-21,WH106,SKU100457,13,4,9,239.98,,21/07/2025,25/05/2025
SNP203331,,WH103,SKU100325,7,2,5,162.89,,14 Oct 2024,
SNP203332,,WH101,SKU100290,17,1,16,147,,05-Feb-2024,28 Aug 2023
SNP203333,,WH109,SKU100198,20,1,19,210.75,,01/20/2025,28/09/2023
SNP203334,,WH101,SKU100451,17,2,25,99,,15 Jul 2024,27-Jun-2023
SNP203335,,WH105,SKU100570,-2,0,-2,167.77,2025-06-05,2024/02/19,2025/06/05
SNP203336,,WH103,SKU100501,24,1,23,194.48,,07-Oct-2024,
SNP203337,2025-01-12,WH105,SKU100363,24,0,24,99.32,,12/01/2025,2023-12-01
SNP203338,,WH103,SKU100390,22,1,21,₹83,,2025-09-29 00:00:00,21/06/2024
SNP203339,,WH105,SKU100135,16,0,16,3.23,,2024-04-29,23-Dec-2023
SNP203340,2024-01-01,WH101,SKU100417,17,1,16,54.68,,01/01/2024,03 Dec 2024
SNP203341,2024-03-11,WH109,SKU100357,21,2,19,255.07,,11/03/2024,24-02-2024 00:00:00
SNP203342,,WH105,SKU100378,15,3,12,158.81,,01/22/2024,
SNP203343,,WH101,SKU100191,17,1,16,29.64,,2025/08/18,2024-07-07
SNP203344,,WH103,SKU100456,7,2,12,89.25,2024-04-22,04 Nov 2024,2024/04/22
SNP203345,,WH101,SKU100294,19,0,19,184.53,,2025/02/03,08 Oct 2024
SNP203346,,WH107,SKU100506,15,1,14,193,,25 Mar 2024,2024-12-24
SNP203347,2024-08-19,WH101,SKU100153,28,1,27,123.73,,19/08/2024,21 Oct 2024
SNP203348,2024-04-08,WH104,SKU100328,16,2,14,₹77,,08/04/2024,03/30/2023
SNP203349,,WH103,SKU100330,14,1,13,84.47,,30-Sep-2024,13 Aug 2025
SNP203350,,WH104,SKU100475,30,1,29,289.36,,2025-06-02 00:00:00,2023-11-01
SNP203351,,WH101,SKU100531,16,1,15,206,,2025-02-10 00:00:00,25-09-2025 17:11:05
SNP203352,,WH101,SKU100369,10,1,9,208.76,,2024/09/02,09/04/2023
