transaction_id,transaction_date,customer_id,store_id,product_sku,quantity,unit_price,total_amount,discount_amount,payment_type,fulfilled_by_warehouse_id,return_flag,promo_code
T1055623,15/07/2024,104840.0,DM0011,SKU100053,2,430.0,860.0,242.89,card,WH104,N,OLD_PROMO
T1055624,13-Aug-2025,119886.0,DM0180,SKU100147,4,₹564,2258.72,571.41,UPI,WH101,N,NEW10
T1055625,20/11/2024,113958.0,DM0120,SKU100112,2,134.41,268.82,0.18,UPI,WH109,N,
T1055626,2025-08-26,115455.0,DM0165,SKU100111,1,475.44,475.44,39.55,credit,WH109,N,
T1055627,2025-03-12,103239.0,DM0028,SKU100073,2,618,1237.32,319.67,card,WH102,N,
T1055628,2025-11-19,101604.0,DM0074,SKU100091,2,₹490,981.08,278.75,cash,WH106,N,NEW10
T1055629,2025-10-24,109272.0,DM0185,SKU100350,2,675.52,1351.04,363.49,UPI,WH101,N,NEW10
T1055630,09/01/2024,110703.0,DM0020,SKU100201,2,22,45.24,5.01,card,WH107,N,OLD_PROMO
T1055631,17-Dec-2024,110920.0,DM0085,SKU100459,4,840.77,3363.08,34.69,card,WH109,N,
T1055632,2024/03/06,105372.0,DM0095,SKU100365,2,268.89,537.78,8.94,cash,WH109,N,
T1055633,2025-09-09,113656.0,DM0147,SKU100508,6,41.61,249.66,74.03,credit,WH108,N,SUMMER5
T1055634,2025/05/30,119431.0,DM0188,SKU100233,1,33.91,33.91,0.92,card,WH108,N,OLD_PROMO
T1055635,2024-07-27 00:00:00,112965.0,DM0110,SKU100380,1,122.08,122.08,13.12,UPI,WH107,N,NEW10
T1055636,2025/10/26,118540.0,DM0073,SKU100258,3,630.42,1891.26,531.19,credit,WH101,N,
T1055637,2024-07-11 00:17:41,107581.0,DM0027,SKU100206,6,₹165,994.44,89.85,credit,WH103,N,FEST20
T1055638,25/09/2025,111599.0,DM0016,SKU100529,2,1183.38,2366.76,113.25,card,WH100,N,NEW10
T1055639,13/01/2025,105776.0,DM0154,SKU100436,4,₹253,1012.52,107.85,credit,WH105,N,FIRST50
T1055640,2024-01-22,119679.0,DM0068,SKU100105,1,533.56,533.56,55.51,UPI,WH109,N,FIRST50
T1055641,16-Sep-2024,104514.0,DM0148,SKU100038,6,22.77,136.62,18.82,UPI,WH102,N,SUMMER5
T1055642,23/12/2024,117896.0,DM0178,SKU100486,2,351,703.54,144.58,cash,WH100,N,OLD_PROMO
T1055643,30/07/2025,114856.0,DM0084,SKU100391,6,895.03,5370.18,535.06,UPI,WH100,N,FEST20
T1055644,2024/01/28,116213.0,DM0134,SKU100094,1,299.77,299.77,48.63,card,WH102,N,FEST20
T1055645,10/17/2024,106389.0,DM0081,SKU100044,1,240.25,240.25,50.78,cash,WH107,N,
T1055646,10/29/2024,100496.0,DM0174,SKU100357,1,285.38,285.38,23.17,card,WH101,N,
T1055647,08/13/2025,105527.0,DM0031,SKU100213,1,233.48,233.48,23.76,cash,WH105,N,OLD_PROMO
T1055648,10/03/2025,112001.0,DM0180,SKU100154,5,965.0,4825.0,250.35,UPI,WH107,N,
T1055649,10-12-2025 00:00:00,109945.0,DM0106,SKU100049,1,418.83,418.83,24.2,credit,,N,FIRST50
T1055650,13 Jul 2025,105938.0,DM0070,SKU100354,1,828,828.25,31.99,card,WH101,Y,
T1055651,2024/12/19,104768.0,DM0139,SKU100049,3,456.53,1369.59,407.78,card,WH102,N,OLD_PROMO
T1055652,09/03/2025,102053.0,DM0091,SKU100409,3,792.47,2377.41,611.25,credit,WH101,N,NEW10
T1055653,2024-05-23,108975.0,DM0010,SKU100057,2,111,222.36,39.97,card,WH105,N,
T1055654,2025-07-11,118267.0,DM0188,SKU100080,2,₹295,591.84,51.42,card,WH109,N,NEW10
T1055655,19/02/2025,101587.0,DM0033,SKU100069,1,1139.61,1139.61,207.41,cash,WH106,N,
T1055656,29 May 2025,101050.0,DM0126,SKU100202,2,30.65,61.3,7.29,credit,WH104,N,FEST20
T1055657,2024/08/25,119993.0,DM0042,SKU100474,5,35.35,176.75,37.11,cash,WH103,N,NEW10
T1055658,08/04/2024,117828.0,DM0096,SKU100241,1,₹634,634.55,12.75,card,WH108,N,SUMMER5
T1055659,04/30/2024,105333.0,DM0126,SKU100359,1,646.28,646.28,135.52,cash,WH101,N,
T1055660,2024-06-18,101712.0,DM0073,SKU100260,5,712,3561.4,802.97,credit,WH106,N,
T1055661,26-Jul-2025,113804.0,DM0137,SKU100247,1,330.78,254.91,16.9,card,WH107,N,OLD_PROMO
T1055662,23 Apr 2025,103364.0,DM0162,SKU100277,3,66.45,199.35,43.88,UPI,WH103,N,
T1055663,23 Aug 2024,112399.0,DM0111,SKU100206,3,₹150,451.65,763.23,UPI,WH107,N,FIRST50
T1055664,29-Mar-2025,105701.0,DM0007,SKU100119,2,389.34,778.68,215.8,card,WH107,N,
T1055665,25-Jun-2025,106983.0,DM0129,SKU100363,2,35.24,70.48,6.14,cash,WH104,N,FIRST50
T1055666,29-Jan-2024,111736.0,DM0099,SKU100354,1,812.76,812.76,228.89,credit,WH101,N,
T1055667,2024-03-13 00:00:00,109623.0,DM0094,SKU100252,3,714.13,2142.39,589.4,cash,WH106,N,FEST20
T1055668,06/05/2025,117981.0,DM0117,SKU100339,4,793.74,3174.96,270.72,UPI,WH106,N,OLD_PROMO
T1055669,2024-02-27,117505.0,DM0181,SKU100187,2,₹356,713.08,13.74,cash,WH106,N,OLD_PROMO
T1055670,20/06/2024,110881.0,DM0039,SKU100475,3,1156.9,3470.7,647.93,credit,WH103,N,FEST20
T1055671,14/07/2025,108325.0,DM0052,SKU100164,1,225.76,225.76,23.68,cash,WH107,N,SUMMER5
T1055672,2025/02/25,106051.0,DM0194,SKU100298,4,85.47,341.88,84.46,card,WH100,N,FIRST50
T1055673,2025/09/13,104512.0,DM0158,SKU100188,1,478.26,478.26,27.55,cash,WH101,N,OLD_PROMO
T1055674,2024-11-08,106203.0,DM0019,SKU100341,2,1877.32,3754.64,35.82,card,WH105,N,SUMMER5
T1055675,2024-04-05,108813.0,DM0105,SKU100276,1,30,30.04,1.11,UPI,WH105,N,
T1055676,2025-03-07 00:00:00,103377.0,DM0197,SKU100322,3,439.27,1317.81,58.28,credit,WH107,N,OLD_PROMO
T1055677,2025-09-15 00:00:00,104835.0,DM0142,SKU100142,32,1069.19,34214.08,6585.84,cash,WH109,N,
T1055678,2025-06-16 00:00:00,114918.0,DM0127,SKU100576,3,130.68,392.04,93.68,card,WH100,N,
T1055679,15-10-2024 00:00:00,100264.0,DM0014,SKU100316,1,₹609,609.53,16.64,card,WH109,N,FIRST50
T1055680,2025-12-22,102140.0,DM0050,SKU100041,1,747.21,747.21,68.62,cash,WH101,N,
T1055681,13-Nov-2024,111515.0,DM0055,SKU100224,2,670.47,1340.94,254.2,card,WH105,N,SUMMER5
T1055682,05 Feb 2024,108270.0,DM0004,SKU100068,1,276.89,276.89,49.01,UPI,WH109,N,OLD_PROMO
T1055683,2025/09/12,115692.0,DM0163,SKU100490,1,98.64,98.64,12.77,UPI,WH106,N,FIRST50
T1055684,04 Feb 2024,101510.0,DM0018,SKU100027,2,133.07,266.14,75.18,credit,WH104,N,
T1055685,2024-12-27 00:00:00,112456.0,DM0057,SKU100310,4,₹450,1802.0,365.86,card,WH105,N,FIRST50
T1055686,2025/05/29,117616.0,DM0093,SKU100079,0,339,0.0,0.0,card,WH105,N,SUMMER5
T1055687,2024-03-27 15:33:31,116410.0,DM0057,SKU100420,1,₹440,440.39,41.61,UPI,WH103,N,
T1055688,2025-12-31,116396.0,DM0076,SKU100150,1,522.29,522.29,107.23,UPI,WH106,N,NEW10
T1055689,22-07-2024 00:00:00,105057.0,DM0129,SKU100053,27,450.24,12156.48,2257.99,credit,WH109,N,FEST20
T1055690,15 Jun 2024,114234.0,DM0021,SKU100067,1,248.91,248.91,61.48,credit,WH108,N,SUMMER5
T1055691,09/20/2024,117392.0,DM0164,SKU100034,2,663.23,1326.46,187.35,credit,WH109,N,OLD_PROMO
T1055692,21-06-2024 00:00:00,100949.0,DM0086,SKU100362,2,₹971,1943.74,6.33,cash,WH103,N,
T1055693,22-Oct-2025,119273.0,DM0179,SKU100049,2,476.96,953.92,189.35,credit,WH107,N,SUMMER5
T1055694,2024-07-27,108113.0,DM0041,SKU100439,2,₹341,682.48,17.63,cash,WH108,N,NEW10
T1055695,2025-11-27 00:00:00,100032.0,DM0021,SKU100157,2,666.18,1332.36,335.23,cash,WH103,N,OLD_PROMO
T1055696,2025-05-23,109480.0,DM0119,SKU100209,2,207,415.44,32.28,cash,WH101,N,OLD_PROMO
T1055697,02 May 2025,102149.0,DM0143,SKU100187,1,366.32,366.32,90.68,cash,WH102,N,FIRST50
T1055698,2024-08-06,100580.0,DM0198,SKU100394,1,578.96,578.96,4.07,credit,WH102,N,OLD_PROMO
T1055699,12/03/2025,115923.0,DM0054,SKU100350,2,617.26,1234.52,191.15,cash,WH101,N,FEST20
T1055700,04/09/2025,103528.0,DM0016,SKU100455,1,542.14,542.14,43.96,cash,WH100,N,OLD_PROMO
T1055701,2025-02-24,111087.0,DM0111,SKU100526,1,676.99,676.99,140.57,credit,,N,OLD_PROMO
T1055702,14/03/2025,115421.0,DM0102,SKU100352,4,₹519,2076.32,291.67,cash,WH105,N,FEST20
T1055703,25 May 2025,111143.0,DM0137,SKU100095,4,86.48,345.92,72.79,credit,WH109,N,
T1055704,2024-09-21,112279.0,DM0159,SKU100355,3,1302.11,3906.33,378.55,card,WH109,N,FIRST50
T1055705,08/13/2025,106068.0,DM0166,SKU100218,12,363.61,4363.32,604.24,credit,WH108,N,NEW10
T1055706,2025-01-05,113795.0,DM0012,SKU100003,2,210.6,421.2,118.67,cash,WH100,N,OLD_PROMO
T1055707,2025-03-26 00:00:00,108363.0,DM0099,SKU100004,3,1154.67,3464.01,422.2,UPI,WH103,N,OLD_PROMO
T1055708,02 Jan 2024,102515.0,DM0098,SKU100488,2,291.59,583.18,127.0,UPI,WH101,N,FIRST50
T1055709,14 Oct 2024,112623.0,DM0171,SKU100236,2,166.61,333.22,32.61,cash,WH107,N,SUMMER5
T1055710,12/16/2025,,DM0189,SKU100445,1,1212.34,1212.34,330.18,card,WH104,N,SUMMER5
T1055711,09/08/2025,105513.0,DM0118,SKU100422,1,26.23,26.23,0.23,UPI,WH108,N,SUMMER5
T1055712,2024/11/27,110792.0,DM0023,SKU100077,1,69.87,69.87,5.19,cash,WH105,N,OLD_PROMO
T1055713,19-Sep-2025,117424.0,DM0071,SKU100232,1,1205.09,1205.09,55.96,credit,WH101,N,FIRST50
T1055714,23-Dec-2025,104758.0,DM0040,SKU100564,2,51.35,102.7,29.15,credit,WH101,N,OLD_PROMO
T1055715,28 Aug 2024,102391.0,DM0151,SKU100179,2,46.99,93.98,15.21,card,WH101,Y,FEST20
T1055716,05/09/2025,111334.0,DM0133,SKU100182,1,819.61,819.61,207.72,card,WH102,N,FIRST50
T1055717,2024-05-07 04:01:15,106624.0,DM0015,SKU100458,1,369.54,369.54,83.27,UPI,WH101,N,
T1055718,2025-07-12,114691.0,DM0179,SKU100360,4,152.28,609.12,64.65,credit,WH104,N,
T1055719,2024-06-10,119206.0,DM0030,SKU100270,3,1358.73,4076.19,12.93,card,WH101,N,SUMMER5
T1055720,02/06/2025,111988.0,DM0036,SKU100449,1,381.51,381.51,48.51,UPI,WH105,N,NEW10
T1055721,30-May-2024,118667.0,DM0152,SKU100063,4,590.64,2362.56,192.52,card,WH104,N,
T1055722,01-12-2025 00:00:00,119251.0,DM0050,SKU100302,3,216.94,650.82,105.46,UPI,WH100,N,
T1055723,07/03/2024,117024.0,DM0038,SKU100242,1,236.95,236.95,51.89,UPI,WH102,N,
T1055724,03/18/2025,108759.0,DM0193,SKU100589,5,435.74,2178.7,252.69,cash,,N,
T1055725,06/05/2024,108826.0,DM0118,SKU100219,2,674.67,1349.34,398.43,cash,WH104,N,FIRST50
T1055726,24 Aug 2024,118841.0,DM0160,SKU100513,3,1527.23,4581.69,799.52,cash,WH100,N,NEW10
T1055727,21/08/2025,110411.0,DM0006,SKU100441,3,262.13,786.39,188.13,card,WH100,N,FIRST50
T1055728,02-Apr-2024,111697.0,DM0144,SKU100316,1,674.14,674.14,144.89,card,WH104,N,OLD_PROMO
T1055729,11/02/2025,109818.0,DM0189,SKU100054,1,371.19,371.19,16.51,cash,WH106,N,FEST20
T1055730,2025/04/25,107349.0,DM0005,SKU100517,5,666.62,3333.1,331.29,card,WH102,Y,FEST20
T1055731,2024-07-28 00:00:00,107014.0,DM0045,SKU100013,2,143.64,287.28,25.46,UPI,WH104,N,
T1055732,11/24/2024,107819.0,DM0054,SKU100121,1,466.1,466.1,22.35,card,WH103,N,FEST20
T1055733,15-04-2024 00:00:00,100769.0,DM0110,SKU100044,1,307.48,307.48,27.45,card,WH100,N,FIRST50
T1055734,24 Feb 2025,118506.0,DM0113,SKU100218,3,339.96,1019.88,231.07,credit,WH107,N,FIRST50
T1055735,24-10-2024 00:00:00,115174.0,DM0105,SKU100510,1,"1,430",1430.46,208.64,cash,WH107,N,
T1055736,2025-06-23,117099.0,DM0200,SKU100234,6,₹847,5085.18,827.65,cash,,N,FEST20
T1055737,06/28/2025,107179.0,DM0129,SKU100330,2,612.14,1224.28,234.7,card,WH108,N,OLD_PROMO
T1055738,2024-08-10 00:00:00,110297.0,DM0061,SKU100413,2,1548.99,3097.98,781.05,UPI,WH107,N,FEST20
T1055739,2025/07/09,103968.0,DM0100,SKU100566,2,40.97,81.94,15.41,credit,WH108,N,OLD_PROMO
T1055740,25-Feb-2024,104312.0,DM0178,SKU100538,2,"₹1,233",2466.18,215.36,card,WH102,N,OLD_PROMO
T1055741,07/01/2024,104909.0,DM0094,SKU100288,1,1274.59,1274.59,156.56,cash,WH109,N,
T1055742,23-Dec-2024,115280.0,DM0096,SKU100299,4,27.87,111.48,13.75,credit,WH103,N,
T1055743,29-04-2024 00:00:00,102644.0,DM0169,UNKNOWN,1,69.11,69.11,14.47,credit,,N,SUMMER5
T1055744,2024/01/15,118273.0,DM0146,SKU100537,5,421.43,2107.15,175.22,card,WH103,N,SUMMER5
T1055745,19-Sep-2024,112554.0,DM0054,SKU100253,3,761.96,2285.88,446.25,credit,WH107,N,
T1055746,2024-11-18,105184.0,DM0105,SKU100249,1,911.91,911.91,36.94,UPI,WH106,N,NEW10
T1055747,2024/12/07,116782.0,DM0086,SKU100138,1,131,131.02,33.4,cash,WH105,N,FEST20
T1055748,2024/02/04,114805.0,DM0128,SKU100166,1,321.81,321.81,42.55,card,WH103,N,FEST20
T1055749,2024-07-11 00:00:00,105267.0,DM0169,SKU100320,3,707.86,2123.58,168.77,credit,,N,
T1055750,2025-07-28,115695.0,DM0043,SKU100027,1,107,107.38,0.89,credit,WH107,N,
T1055751,23 Feb 2025,101168.0,DM0013,SKU100546,1,₹514,514.58,74.05,UPI,WH107,N,
T1055752,16 Feb 2025,119726.0,DM0100,SKU100122,2,377.96,755.92,35.06,card,WH109,Y,SUMMER5
T1055753,31 Oct 2024,100700.0,DM0139,SKU100134,1,1344.97,1344.97,340.53,credit,WH105,N,OLD_PROMO
T1055754,29/02/2024,104530.0,DM0104,SKU100354,1,852.06,852.06,96.22,UPI,WH104,N,FIRST50
T1055755,02 Aug 2024,112513.0,DM0051,SKU100288,3,1283.30,3849.9,134.37,card,WH108,N,OLD_PROMO
T1055756,2024-01-11 00:00:00,105554.0,DM0075,SKU100140,1,320.86,320.86,80.11,credit,WH104,N,
T1055757,14/08/2024,116036.0,DM0059,SKU100324,1,₹257,257.13,63.86,card,WH108,N,
T1055758,08/17/2024,114369.0,DM0029,SKU100556,1,397.8,397.8,6.55,card,WH101,N,FIRST50
T1055759,25 Apr 2025,102124.0,DM0109,SKU100467,4,251.55,1006.2,10.23,cash,WH103,N,
T1055760,2025-04-22,119907.0,DM0009,SKU100526,1,579.78,579.78,38.24,UPI,WH100,N,NEW10
T1055761,2024-02-14,111423.0,DM0062,SKU100110,1,329.19,329.19,95.91,cash,WH102,N,FIRST50
T1055762,17 Apr 2024,105474.0,DM0095,SKU100123,1,339.77,339.77,3.77,credit,WH107,N,FEST20
T1055763,2025/08/27,112891.0,DM0127,SKU100451,3,633.94,1901.82,289.22,card,WH108,N,OLD_PROMO
T1055764,2024-06-28 00:00:00,114874.0,DM0106,SKU100501,1,106.28,106.28,27.67,cash,WH106,N,FEST20
T1055765,2025-05-11,100442.0,DM0163,SKU100346,5,791,3958.5,389.75,UPI,WH101,N,FEST20
T1055766,30/08/2024,118670.0,DM0151,SKU100468,2,897.48,1794.96,385.41,card,WH104,N,FEST20
T1055767,2025/03/18,107019.0,DM0090,SKU100039,3,173,519.27,150.85,UPI,WH104,N,SUMMER5
T1055768,16-05-2024 00:00:00,100829.0,DM0174,SKU100072,3,900.48,2701.44,362.0,cash,WH100,N,FIRST50
T1055769,20/04/2024,116200.0,DM0166,SKU100594,10,488.9,4889.0,1040.12,cash,WH101,N,
T1055770,2025-09-30,102358.0,DM0089,SKU100152,4,1510.13,6040.52,338.9,cash,WH100,N,
T1055771,12/29/2024,115095.0,DM0103,SKU100152,2,1152.36,2304.72,400.07,credit,WH102,N,
T1055772,31 Aug 2024,113552.0,DM0146,SKU100474,2,29.92,59.84,8.08,UPI,WH105,Y,
T1055773,2024-12-14,108746.0,DM0124,SKU100150,3,518,1555.38,227.43,UPI,WH106,N,SUMMER5
T1055774,08/17/2024,108499.0,DM0176,SKU100105,1,489.31,489.31,30.87,cash,WH101,N,NEW10
T1055775,20/11/2025,103195.0,DM0073,SKU100506,1,202.49,202.49,14.85,UPI,WH106,N,FEST20
T1055776,11/02/2024,109869.0,DM0142,SKU100363,3,26.29,78.87,20.4,credit,WH109,N,NEW10
T1055777,15/09/2024,103822.0,DM0117,SKU100395,0,977.74,0.0,0.0,UPI,WH100,Y,
T1055778,12-Jul-2025,108928.0,DM0172,SKU100096,2,1480.15,2960.3,342.95,UPI,WH105,Y,SUMMER5
T1055779,2024/01/21,112286.0,DM0150,SKU100454,2,₹729,1458.88,369.21,card,,N,OLD_PROMO
T1055780,2024/02/12,118647.0,DM0090,SKU100163,1,421.25,421.25,28.58,cash,WH103,N,
T1055781,2025-08-28 00:00:00,116223.0,DM0036,SKU100079,3,₹261,783.33,114.84,UPI,WH106,N,FIRST50
T1055782,2024/01/25,100462.0,DM0051,SKU100339,1,1178.22,1178.22,63.81,credit,WH109,N,SUMMER5
T1055783,21-Aug-2025,103995.0,DM0087,SKU100426,2,₹796,1593.96,454.5,card,WH106,N,FEST20
T1055784,20-07-2025 00:00:00,104196.0,DM0015,SKU100370,1,272.95,272.95,68.05,credit,WH104,N,FEST20
T1055785,2024-05-24 00:00:00,100317.0,DM0057,SKU100524,4,490.08,1960.32,81.44,card,WH102,N,NEW10
T1055786,2025-03-07,106499.0,DM0020,SKU100401,30,106.09,3182.7,514.07,UPI,WH108,N,OLD_PROMO
T1055787,20 Nov 2025,108409.0,DM0069,SKU100590,1,1201.87,1201.87,133.08,card,WH109,N,OLD_PROMO
T1055788,2025/12/19,103609.0,DM0187,SKU100359,1,737.1,737.1,118.0,cash,,N,
T1055789,2025-05-22 00:00:00,109228.0,DM0048,SKU100427,4,483.03,1932.12,9.48,UPI,WH109,N,NEW10
T1055790,04/22/2025,111543.0,DM0033,SKU100499,1,1408.02,1408.02,286.15,card,WH103,N,
T1055791,2025/04/27,117963.0,DM0003,SKU100289,1,₹731,731.45,93.23,UPI,WH106,N,FIRST50
T1055792,01-05-2025 00:00:00,107483.0,DM0057,SKU100008,3,425.44,1276.32,358.55,credit,,N,NEW10
T1055793,2025/07/22,115442.0,DM0018,SKU100275,1,230.23,230.23,4.15,card,WH105,N,OLD_PROMO
T1055794,03/22/2025,106568.0,DM0005,SKU100289,2,857.42,1714.84,81.45,cash,WH106,N,
T1055795,2024-07-08,106780.0,DM0195,SKU100573,4,409.89,1639.56,157.84,credit,WH105,N,
T1055796,2025/11/23,104288.0,DM0071,SKU100424,2,415,830.0,38.63,UPI,,N,FEST20
T1055797,03 Aug 2025,109876.0,DM0087,SKU100360,1,183.84,183.84,14.31,UPI,WH106,N,
T1055798,11/21/2024,100324.0,DM0146,SKU100414,1,41.53,41.53,11.27,cash,WH101,N,
T1055799,2024/05/21,113080.0,DM0062,SKU100452,1,452.09,452.09,63.51,cash,,N,
T1055800,03/21/2024,115266.0,DM0122,SKU100290,2,321.32,642.64,173.09,cash,WH104,N,OLD_PROMO
T1055801,14-Mar-2025,103773.0,DM0079,SKU100291,1,203,203.13,40.43,card,WH106,N,FEST20
T1055802,2025-09-19 19:13:52,116671.0,DM0111,SKU100277,1,74.13,74.13,12.45,UPI,WH105,N,
T1055803,20 Aug 2025,112851.0,DM0134,SKU100153,2,570.81,1141.62,288.38,card,WH101,Y,OLD_PROMO
T1055804,2025/06/29,104363.0,DM0147,SKU100167,2,102.9,205.8,19.17,credit,WH106,N,SUMMER5
T1055805,18 Oct 2024,107109.0,DM0171,SKU100345,2,₹39,78.24,6.15,card,WH104,N,OLD_PROMO
T1055806,16-09-2025 00:00:00,109124.0,DM0054,SKU100535,2,139.62,279.24,10.14,credit,WH106,N,SUMMER5
T1055807,10/07/2024,119203.0,DM0137,SKU100449,1,519,519.39,57.82,credit,WH101,N,OLD_PROMO
T1055808,29-10-2024 00:00:00,110816.0,DM0014,SKU100395,3,670.62,2011.86,519.81,UPI,WH109,N,OLD_PROMO
T1055809,11/12/2024,102960.0,DM0115,SKU100342,1,45.67,45.67,13.53,credit,WH108,N,NEW10
T1055810,07 Jun 2025,110091.0,DM0096,SKU100248,0,"1,885",0.0,0.0,cash,WH102,N,
T1055811,12/28/2024,117084.0,DM0089,SKU100319,0,1125.64,0.0,0.0,credit,WH106,Y,OLD_PROMO
T1055812,23 Aug 2024,118748.0,DM0062,SKU100222,3,"1,511",2594.15,747.22,credit,WH100,N,FIRST50
T1055813,25-Mar-2024,107488.0,DM0166,SKU100590,1,949.04,949.04,185.75,cash,WH108,N,NEW10
T1055814,2025/10/31,118168.0,DM0178,SKU100511,2,35.01,70.02,0.27,credit,WH108,N,FIRST50
T1055815,2024/11/04,111126.0,DM0173,SKU100366,2,₹269,538.46,52.02,card,WH104,N,NEW10
T1055816,08/07/2024,107490.0,DM0088,SKU100441,3,352.99,1058.97,41.53,credit,WH100,N,FIRST50
T1055817,11-07-2025 00:00:00,109053.0,DM0106,SKU100570,30,237,7113.3,892.09,cash,WH105,N,
T1055818,2025-08-28,102406.0,DM0192,SKU100126,8,740.98,5927.84,1509.35,UPI,WH107,N,
T1055819,04/18/2024,111575.0,DM0029,SKU100120,1,263.51,263.51,55.26,credit,WH106,N,
T1055820,20-Nov-2025,119448.0,DM0083,SKU100267,1,187,187.47,50.81,cash,WH104,N,OLD_PROMO
T1055821,12-04-2025 00:00:00,114620.0,DM0181,SKU100155,2,93.73,187.46,7.42,card,WH105,Y,FEST20
T1055822,12 Jul 2024,104536.0,DM0042,SKU100489,1,651.51,651.51,83.05,card,WH109,N,FIRST50
T1055823,29/07/2024,119007.0,DM0004,SKU100265,3,549.22,1647.66,393.72,credit,WH107,Y,
T1055824,2024/04/19,112435.0,DM0052,SKU100436,1,336.6,336.6,68.34,credit,WH107,N,
T1055825,2025/04/14,115994.0,DM0066,SKU100194,1,268.93,268.93,0.5,cash,WH109,N,FIRST50
T1055826,14/09/2024,115478.0,DM0180,SKU100590,2,₹925,1851.48,177.05,card,WH107,N,OLD_PROMO
T1055827,17 Mar 2024,107197.0,DM0143,SKU100020,1,620.29,620.29,62.51,card,WH104,N,NEW10
T1055828,04 Sep 2024,109778.0,DM0200,SKU100325,5,266,1333.85,199.22,card,WH109,N,
T1055829,2024/08/18,108669.0,DM0180,SKU100395,3,919.71,2759.13,249.84,credit,WH103,N,
T1055830,29-Jun-2024,106260.0,DM0026,SKU100496,1,43.20,43.2,8.31,credit,WH104,Y,FIRST50
T1055831,12/02/2024,107123.0,DM0013,SKU100257,4,445,1781.04,398.93,credit,WH106,N,NEW10
T1055832,19-01-2024 00:00:00,102949.0,DM0156,SKU100337,1,757.79,757.79,103.47,card,WH102,N,
T1055833,2024/10/21,106756.0,DM0070,SKU100166,1,340.74,340.74,19.11,credit,WH105,N,OLD_PROMO
T1055834,08-Nov-2025,103259.0,DM0035,SKU100445,2,"1,158",2317.88,692.71,credit,,N,NEW10
T1055835,10 Aug 2025,108644.0,DM0036,SKU100060,1,511.02,511.02,47.61,card,WH106,N,NEW10
T1055836,11/07/2024,106259.0,DM0104,SKU100454,1,516.81,626.19,51.78,credit,WH106,N,SUMMER5
T1055837,04/19/2024,115749.0,DM0093,SKU100229,1,₹717,717.4,198.59,cash,WH103,N,SUMMER5
T1055838,2025-01-20,104979.0,DM0195,SKU100237,0,1009.03,0.0,0.0,card,WH104,N,OLD_PROMO
T1055839,21-11-2024 00:00:00,107861.0,DM0127,SKU100523,2,₹84,169.68,6.68,UPI,WH107,Y,NEW10
T1055840,18-Jul-2024,116667.0,DM0013,SKU100558,1,463.18,463.18,40.41,UPI,WH100,N,FIRST50
T1055841,06-04-2024 06:05:14,105470.0,DM0167,SKU100420,4,529.54,2118.16,259.54,card,WH107,N,FEST20
T1055842,2025-03-15,105777.0,DM0156,SKU100145,3,241.3,723.9,109.91,UPI,WH108,N,FIRST50
T1055843,19/09/2025,107155.0,DM0110,SKU100580,2,₹55,111.32,10.38,credit,WH101,N,
T1055844,2024-01-21 00:00:00,110413.0,DM0030,SKU100337,4,"1,111",4446.48,261.95,card,WH101,Y,OLD_PROMO
T1055845,02/17/2025,102815.0,DM0172,SKU100134,2,1688.73,3377.46,260.94,card,WH105,N,FIRST50
T1055846,2024-12-14,100489.0,DM0112,SKU100312,1,425.43,270.9,61.86,credit,WH106,N,FEST20
T1055847,23-Feb-2024,106720.0,DM0074,SKU100068,2,290.72,581.44,47.7,card,WH101,N,FEST20
T1055848,11/08/2025,112089.0,DM0154,SKU100237,1,662,662.38,159.76,credit,WH104,N,FIRST50
T1055849,18/11/2024,116939.0,DM0026,SKU100277,1,59.76,59.76,4.84,credit,WH109,N,OLD_PROMO
T1055850,2025-09-01,113062.0,DM0166,SKU100190,4,145.84,583.36,42.88,credit,WH109,N,FEST20
T1055851,31 Jan 2024,103060.0,DM0176,SKU100051,1,21.33,21.33,5.85,credit,WH104,N,OLD_PROMO
T1055852,08-May-2024,115092.0,DM0019,SKU100073,2,767.49,1534.98,420.82,credit,WH104,N,FEST20
T1055853,09-04-2024 00:00:00,109715.0,DM0199,SKU100052,1,857.54,857.54,248.37,cash,WH100,N,
T1055854,21/01/2025,103396.0,DM0091,SKU100344,4,261.21,1044.84,206.14,card,WH103,N,
T1055855,18-Jan-2025,113997.0,DM0193,SKU100522,1,601.44,601.44,9.39,credit,WH106,N,FEST20
T1055856,05/03/2024,105507.0,DM0063,SKU100020,4,760.91,3043.64,609.19,credit,WH105,N,FIRST50
T1055857,2024-09-26,117769.0,DM0040,SKU100355,1,1139.65,1139.65,118.43,UPI,WH106,N,
T1055858,01/13/2025,112036.0,DM0152,SKU100241,2,₹456,912.92,8.89,card,WH101,N,FIRST50
T1055859,2025-05-30,103393.0,DM0033,SKU100362,1,1128.28,1128.28,230.3,credit,WH102,N,
T1055860,14-11-2024 00:00:00,119215.0,DM0060,SKU100336,16,666.21,10659.36,861.27,UPI,WH103,N,FEST20
T1055861,2025/04/07,118545.0,DM0001,SKU100536,1,60.28,60.28,4.13,card,WH100,Y,OLD_PROMO
T1055862,09/01/2025,104082.0,DM0008,SKU100249,1,1007.28,1007.28,278.89,cash,WH103,N,
T1055863,09/04/2025,108621.0,DM0131,SKU100477,4,₹931,3725.16,638.17,card,WH109,N,FEST20
