return_id,original_transaction_id,return_date,customer_id,product_sku,return_reason,refund_amount,refund_method,return_date_raw
R301073,T1058373,,105567.0,SKU100251,other,233.43,UPI,2024/04/24
R301074,T1119204,,115362.0,SKU100495,wrong item,197.53,UPI,07/20/2025
R301075,T1095573,,116448.0,SKU100327,quality,286.24,UPI,11-Jul-2024
R301076,T1155387,,105804.0,SKU100352,other,48.39,cash,30-Jun-2024
R301077,T1072274,,105325.0,SKU100063,wrong item,167.44,cash,07-Jun-2025
R301078,T1134713,2024-12-05,111359.0,SKU100421,damaged,296.73,cash,05/12/2024
R301079,T1023918,,106667.0,SKU100203,other,62.31,UPI,2025/10/12
R301080,T1180874,,119333.0,SKU100583,quality,200.52,cash,03-08-2025 02:09:15
R301081,T1111373,,102602.0,SKU100419,quality,86.63,card,03 Jul 2025
R301082,T1023137,,101093.0,SKU100291,damaged,116.22,UPI,06/15/2025
R301083,T1146632,2024-06-05,106829.0,SKU100064,wrong item,41.22,card,05/06/2024
R301084,T1082360,,117115.0,SKU100181,damaged,77.47,cash,01/29/2024
R301085,T10001084,,113432.0,SKU100525,quality,123.22,card,2025/09/24
R301086,T1084756,,115791.0,SKU100411,quality,171.7,UPI,2025-07-12
R301087,T10001086,,118566.0,SKU100023,wrong item,204.38,card,02-Jun-2024
R301088,T1103938,,115129.0,SKU100348,other,315.01,UPI,31-12-2025 10:46:05
R301089,T1085333,,104347.0,SKU100549,other,217.1,UPI,08/23/2024
R301090,T1001942,,115441.0,SKU100308,quality,197.77,cash,02-12-2024 00:00:00
R301091,T1182242,,113996.0,SKU100511,damaged,305.34,cash,24 May 2024
R301092,T1059713,,109924.0,SKU100262,other,120.15,card,15-Oct-2024
R301093,T1118729,,112131.0,SKU100461,wrong item,0.56,UPI,19-Dec-2025
R301094,T1101316,,106521.0,SKU100530,quality,292.11,card,12/24/2024
R301095,T10001094,,108748.0,SKU100066,damaged,56.15,card,02 Oct 2025
R301096,T1040549,,109750.0,SKU100347,quality,34.11,cash,2025-12-06
R301097,T1064121,2025-05-12,112434.0,SKU100059,quality,2.88,cash,12/05/2025
R301098,T1108518,2024-09-05,116843.0,SKU100368,damaged,185.21,cash,05/09/2024
R301099,T1141879,,111152.0,SKU100072,wrong item,99.73,UPI,09-01-2024 00:00:00
R301100,T1181117,2025-02-23,108397.0,SKU100139,other,67.62,card,23/02/2025
R301101,T1141625,2025-03-21,101059.0,SKU100162,damaged,7.31,card,21/03/2025
R301102,T1040419,,109738.0,SKU100491,other,190.74,UPI,2025/11/17
R301103,T1182490,,115958.0,SKU100035,damaged,114.65,cash,17-12-2024 00:00:00
R301104,T1050307,,113287.0,SKU100463,wrong item,70.68,UPI,2025/11/15
R301105,T1031024,,112799.0,SKU100488,other,83.89,cash,25-03-2025 00:00:00
R301106,T1086942,,117916.0,SKU100215,quality,128.59,UPI,28-03-2024 00:00:00
R301107,T1000053,,113073.0,SKU100544,wrong item,284.75,UPI,17-03-2024 00:00:00
R301108,T1125086,,113170.0,SKU100455,wrong item,227.68,cash,02-Sep-2024
R301109,T1013165,,108981.0,SKU100198,quality,202.38,cash,09-Apr-2025
R301110,T1140922,,117663.0,SKU100411,other,122.76,cash,07/20/2025
R301111,T1118998,,118339.0,SKU100110,wrong item,131.53,cash,2024-11-28
R301112,T1153671,2024-02-29,100547.0,SKU100182,damaged,129.14,UPI,29/02/2024
R301113,T1197833,,106938.0,SKU100589,quality,185.73,cash,2024/08/23
R301114,T1166817,,110800.0,SKU100203,wrong item,30.74,cash,2025/01/23
R301115,T1049692,,101988.0,SKU100070,other,387.33,cash,13 Jan 2025
R301116,T1144867,2024-10-04,118617.0,SKU100143,quality,155.84,card,04/10/2024
R301117,T1178909,,108877.0,SKU100044,quality,460.06,cash,2024-07-10
R301118,T1139685,,113860.0,SKU100232,quality,74.98,card,05/19/2025
R301119,T1179371,,,SKU100391,quality,409.66,cash,2024/07/10
R301120,T1102879,,118906.0,SKU100426,damaged,39.38,card,2025/08/02
R301121,T1170758,,111848.0,SKU100147,damaged,466.22,cash,2025-05-08
R301122,T1000681,,112133.0,SKU100339,damaged,146.68,card,07 Dec 2024
R301123,T1037976,2025-08-11,110926.0,SKU100115,wrong item,228.74,cash,11/08/2025
R301124,T1093102,,100685.0,SKU100410,other,334.0,card,03/25/2025
R301125,T10001124,,104687.0,SKU100303,other,110.57,card,25-Aug-2024
R301126,T1086058,,111477.0,SKU100214,other,42.56,UPI,2024-05-26
R301127,T1010269,,107891.0,SKU100454,damaged,32.13,UPI,30-03-2024 00:00:00
R301128,T1103466,,110728.0,SKU100109,quality,185.14,card,2025-06-21
R301129,T1060498,,114627.0,SKU100052,quality,279.59,card,05-05-2024 22:17:33
R301130,T1163645,2025-12-11,116228.0,SKU100370,quality,316.52,card,11/12/2025
R301131,T1176825,,114314.0,SKU100213,other,216.01,card,15 Aug 2024
R301132,T1085501,,102174.0,SKU100233,damaged,105.11,card,2025-03-22
R301133,T1069471,2024-05-21,113151.0,SKU100199,quality,224.27,UPI,21/05/2024
R301134,T1172537,,115422.0,SKU100470,other,46.86,UPI,08-Oct-2024
R301135,T1127745,,108229.0,SKU100519,wrong item,163.46,cash,16-Aug-2024
R301136,T1084415,2024-10-14,113022.0,SKU100406,damaged,197.57,UPI,14/10/2024
R301137,T1107847,,109076.0,SKU100285,other,195.72,UPI,01-08-2025 00:00:00
R301138,T1046382,,115121.0,SKU100413,damaged,97.03,cash,11-12-2024 00:00:00
R301139,T1151897,,114474.0,SKU100562,wrong item,170.83,card,2024-12-25
R301140,T1180929,,100852.0,SKU100096,wrong item,174.57,UPI,10/22/2025
R301141,T1066982,,112291.0,SKU100575,damaged,162.75,card,29 Oct 2024
R301142,T1175694,,108712.0,SKU100229,other,185.4,card,2025/04/29
R301143,T1147752,,102572.0,SKU100580,other,442.05,card,2024/01/07
R301144,T1027909,,118136.0,SKU100217,other,130.65,card,05/22/2024
R301145,T1059640,,104368.0,SKU100467,other,184.76,UPI,2025-11-12
R301146,T1170235,,115022.0,SKU100099,damaged,146.32,UPI,2024/05/26
R301147,T1104011,,106977.0,SKU100577,quality,28.0,UPI,21 Sep 2025
R301148,T1100141,,103410.0,SKU100226,other,146.4,card,10 Oct 2025
R301149,T1110504,,115904.0,SKU100393,other,280.07,card,2024-06-05
R301150,T1166502,,113374.0,SKU100030,damaged,101.93,cash,03/14/2024
R301151,T1049415,2024-09-12,116313.0,SKU100405,wrong item,318.46,UPI,12/09/2024
R301152,T1007300,,112147.0,SKU100437,quality,214.27,card,25-Nov-2024
R301153,T1083834,,115553.0,SKU100443,quality,285.09,cash,27-09-2025 00:00:00
R301154,T1187600,,119118.0,SKU100444,damaged,157.98,UPI,24 Sep 2025
R301155,T10001154,2025-09-10,105725.0,SKU100593,other,57.76,UPI,10/09/2025
R301156,T1041361,,109294.0,SKU100534,damaged,110.46,card,2024-09-19
R301157,T1064979,,100563.0,SKU100566,quality,112.61,UPI,10 Oct 2025
R301158,T1147124,,103800.0,SKU100041,damaged,39.76,cash,23 Oct 2024
R301159,T1035655,2024-11-28,100209.0,SKU100553,quality,185.87,cash,28/11/2024
R301160,T1049816,,105623.0,SKU100156,wrong item,7.36,card,01/23/2025
R301161,T1141730,,109527.0,SKU100263,quality,208.06,UPI,26-Aug-2025
R301162,T1038797,2025-06-09,105172.0,SKU100023,quality,302.15,cash,09/06/2025
R301163,T1188777,,107937.0,SKU100486,wrong item,97.52,cash,2024/04/27
R301164,T1034267,,111698.0,SKU100045,damaged,80.35,card,22 Jun 2024
R301165,T1167771,,103629.0,SKU100166,other,338.68,card,05-Jun-2025
R301166,T1060849,,112722.0,SKU100495,damaged,179.97,cash,02-Oct-2025
R301167,T1041048,,108051.0,SKU100288,wrong item,86.81,card,02/24/2024
R301168,T1069299,2024-06-17,,SKU100164,damaged,136.77,card,17/06/2024
R301169,T1018405,2025-04-02,105209.0,SKU100409,damaged,226.3,UPI,02/04/2025
R301170,T1095490,2025-05-19,119564.0,SKU100021,quality,221.71,UPI,19/05/2025
R301171,T1141853,2025-09-15,114735.0,SKU100586,other,108.62,card,15/09/2025
R301172,T1010576,,105898.0,SKU100105,other,199.86,card,07/30/2024
R301173,T1082866,,106088.0,SKU100022,other,323.6,card,2024-12-14
R301174,T1180210,,115599.0,SKU100234,other,243.11,cash,07-Sep-2024
R301175,T1132340,,108162.0,SKU100518,damaged,206.82,cash,04-May-2025
R301176,T1023968,,100375.0,SKU100126,other,51.51,cash,2024/06/02
R301177,T1023963,,103648.0,SKU100283,wrong item,216.61,card,20-Apr-2025
R301178,T10001177,2025-05-07,101191.0,SKU100205,quality,351.56,card,07/05/2025
R301179,T1032404,,115188.0,SKU100391,quality,15.53,UPI,08-Jun-2024
R301180,T1080823,,100935.0,SKU100221,quality,225.92,cash,11-Feb-2024
R301181,T1183531,,110637.0,SKU100085,damaged,330.26,cash,11/25/2024
R301182,T10001181,,108672.0,SKU100564,damaged,478.58,UPI,05 Oct 2025
R301183,T1125214,2024-11-03,106344.0,SKU100262,quality,178.84,UPI,03/11/2024
R301184,T1001589,,103416.0,SKU100279,wrong item,254.81,cash,08 Dec 2025
R301185,T1144469,,115094.0,SKU100008,damaged,45.61,cash,20-06-2024 00:00:00
R301186,T1143759,2025-05-11,101092.0,SKU100421,damaged,31.75,UPI,11/05/2025
R301187,T1014770,,103309.0,SKU100231,other,37.9,card,2025/07/11
R301188,T1118816,,116326.0,SKU100162,other,62.65,card,15 May 2025
R301189,T10001188,,101903.0,SKU100566,damaged,134.84,cash,13-Sep-2025
R301190,T1019550,,117736.0,SKU100281,damaged,23.14,card,2025/03/02
R301191,T1034476,2025-04-12,101226.0,SKU100247,damaged,65.33,cash,12/04/2025
R301192,T1198461,2024-04-06,104233.0,SKU100267,damaged,158.5,UPI,06/04/2024
R301193,T1047262,2025-02-27,113730.0,SKU100357,other,109.25,cash,27/02/2025
R301194,T1033786,,111900.0,SKU100355,quality,2.35,UPI,04 Mar 2024
R301195,T1072634,,101626.0,SKU100480,quality,46.88,UPI,02 Aug 2025
R301196,T1089220,,111688.0,SKU100111,other,107.56,cash,2024/12/22
R301197,T1042797,,118614.0,SKU100378,damaged,65.6,UPI,23-Oct-2024
R301198,T1198599,,105700.0,SKU100298,damaged,112.15,card,2025-09-06
R301199,T1161931,,116797.0,SKU100273,wrong item,64.22,card,2025/05/25
R301200,T10001199,,113013.0,SKU100371,wrong item,290.44,cash,2024-12-27
R301201,T1125004,,112285.0,SKU100436,other,113.0,cash,2025-03-06
R301202,T1089287,2025-11-25,118212.0,SKU100169,quality,21.08,card,25/11/2025
R301203,T1047128,,101526.0,SKU100545,damaged,140.68,cash,15-09-2024 00:00:00
R301204,T1103906,,100349.0,SKU100148,other,307.22,card,2025/05/09
R301205,T1037520,,103852.0,SKU100176,wrong item,135.69,UPI,2025/07/05
R301206,T1092953,,116278.0,SKU100066,other,55.74,UPI,2025/05/31
R301207,T1019815,,106134.0,SKU100348,wrong item,211.18,cash,2025-06-09
R301208,T1174932,,113689.0,SKU100100,damaged,251.38,cash,03-12-2024 00:00:00
R301209,T1001395,,115368.0,SKU100593,other,216.59,UPI,2025/09/03
R301210,T1087380,,109982.0,SKU100163,damaged,490.77,UPI,2024-04-02
R301211,T1149664,,103478.0,SKU100429,quality,255.47,card,29 May 2025
R301212,T1069519,,100630.0,SKU100016,damaged,160.51,UPI,18-Feb-2024
R301213,T1014893,,105057.0,SKU100542,other,140.16,UPI,11-Mar-2024
R301214,T1084959,,118557.0,SKU100198,other,92.43,UPI,2025-12-19
R301215,T1131145,,102479.0,SKU100196,damaged,308.57,cash,2024-04-27
R301216,T10001215,,106191.0,SKU100253,damaged,90.09,card,01 Jun 2025
R301217,T1159399,,113928.0,SKU100294,quality,121.84,cash,20-07-2024 00:00:00
R301218,T1166299,2024-12-25,117092.0,SKU100475,other,286.41,card,25/12/2024
R301219,T1023572,,109650.0,SKU100135,quality,398.94,cash,2025/01/20
R301220,T1157136,,116511.0,SKU100111,other,266.65,UPI,2024/07/31
R301221,T1159650,,110234.0,SKU100030,other,151.6,UPI,23-Nov-2024
R301222,T1095369,2024-04-03,103376.0,SKU100571,quality,15.36,UPI,03/04/2024
R301223,T1116484,,106099.0,SKU100174,other,48.82,cash,23-May-2024
R301224,T1051639,,109187.0,SKU100362,other,161.94,UPI,2025-10-31
R301225,T1042032,,109115.0,SKU100014,wrong item,251.47,UPI,03/27/2025
R301226,T1111989,2024-03-03,112011.0,SKU100556,damaged,88.91,card,03/03/2024
R301227,T1162704,,106963.0,SKU100311,other,59.9,cash,2024/12/23
R301228,T1052548,,107646.0,SKU100000,damaged,132.03,UPI,2024/02/29
R301229,T1006192,,102773.0,SKU100587,wrong item,362.87,card,2024-04-11
R301230,T1046488,,101204.0,SKU100324,damaged,168.86,cash,20 Sep 2024
R301231,T1067099,,102273.0,SKU100047,quality,78.99,UPI,19-07-2024 00:00:00
R301232,T1118531,2024-07-08,106881.0,SKU100036,wrong item,278.06,UPI,08/07/2024
R301233,T1015943,,116926.0,SKU100052,quality,50.61,cash,2024/02/11
R301234,T1047346,,116867.0,SKU100403,wrong item,189.02,card,16-04-2025 00:00:00
R301235,T1062820,,114305.0,SKU100142,other,31.85,UPI,17-05-2025 00:00:00
R301236,T1171507,,103937.0,SKU100165,wrong item,87.97,cash,2024-09-12
R301237,T1114873,,117252.0,SKU100431,other,152.18,cash,2024-01-18
R301238,T1087292,,107802.0,SKU100310,wrong item,213.95,UPI,04 Apr 2025
R301239,T1147270,,106993.0,SKU100497,quality,252.66,UPI,2025-09-08
R301240,T1111309,,112428.0,SKU100443,wrong item,151.37,card,2024-11-22
R301241,T1047928,,100522.0,SKU100313,other,176.03,UPI,18-Jul-2025
R301242,T1182612,2024-08-01,117231.0,SKU100388,wrong item,67.6,UPI,01/08/2024
R301243,T1100052,2024-04-22,105667.0,SKU100342,wrong item,6.83,cash,22/04/2024
R301244,T1136748,,111927.0,SKU100400,other,65.28,UPI,30 Apr 2024
R301245,T1198063,2025-08-03,111740.0,SKU100363,damaged,200.41,UPI,03/08/2025
R301246,T1036530,,109884.0,SKU100438,wrong item,4.35,card,12/13/2024
R301247,T1069158,,116137.0,SKU100044,other,33.92,cash,20 Apr 2025
R301248,T1030338,2024-12-12,115421.0,SKU100219,quality,33.48,cash,12/12/2024
R301249,T1107814,,109287.0,SKU100570,other,2.35,cash,29-06-2025 00:00:00
R301250,T1029634,,100483.0,SKU100341,wrong item,21.02,card,07-12-2025 00:00:00
R301251,T1126123,2024-04-07,102008.0,SKU100420,damaged,15.32,card,07/04/2024
R301252,T1112210,2024-12-09,100468.0,SKU100465,quality,223.7,cash,09/12/2024
R301253,T1058802,,115563.0,SKU100300,wrong item,70.03,cash,16-04-2024 00:00:00
R301254,T1110818,,111463.0,SKU100451,quality,4.96,UPI,2024-04-09
R301255,T1057667,,107094.0,SKU100025,quality,228.97,cash,07-Nov-2024
R301256,T10001255,2024-09-20,111426.0,SKU100010,quality,149.5,UPI,20/09/2024
R301257,T1073620,,107185.0,SKU100342,other,218.25,UPI,31-Jan-2024
R301258,T1012418,,119919.0,SKU100321,quality,215.28,cash,18 Apr 2025
R301259,T1124656,,111861.0,SKU100116,wrong item,42.26,card,2025/08/07
R301260,T1020854,,,SKU100209,other,58.43,card,08 Mar 2024
R301261,T1110364,,117452.0,SKU100389,wrong item,195.21,UPI,07 Dec 2024
R301262,T1049068,,116243.0,SKU100157,damaged,581.73,UPI,2025-09-08
R301263,T1145232,,103942.0,SKU100554,other,35.58,UPI,2025/03/10
R301264,T1154665,,118269.0,SKU100181,quality,24.32,cash,15-09-2024 00:00:00
R301265,T1151909,,119022.0,SKU100563,other,254.18,UPI,15-Oct-2024
R301266,T1077045,,108525.0,SKU100237,other,105.55,UPI,14 Mar 2025
R301267,T1000157,2024-12-23,101477.0,SKU100551,other,124.59,cash,23/12/2024
R301268,T1099340,,119961.0,SKU100469,damaged,184.05,card,15 Feb 2025
R301269,T1120751,,107907.0,SKU100141,wrong item,337.04,UPI,17-Sep-2025
R301270,T1114037,,109885.0,SKU100535,wrong item,347.81,card,2025/09/17
R301271,T1163050,,110466.0,SKU100421,damaged,328.19,UPI,14 Jan 2024
R301272,T1058550,2025-09-20,115298.0,SKU100009,damaged,391.67,UPI,20/09/2025
R301273,T10001272,,107296.0,SKU100497,damaged,209.92,UPI,2025/03/13
R301274,T1162293,2024-08-09,119813.0,SKU100475,other,412.28,cash,09/08/2024
R301275,T1177232,,101460.0,SKU100355,quality,380.65,cash,18-Apr-2025
R301276,T1170476,,101670.0,SKU100377,damaged,196.05,cash,2025/02/14
R301277,T1084120,,110215.0,SKU100293,other,236.35,card,07/20/2024
R301278,T1126862,2024-01-05,108089.0,SKU100197,damaged,269.23,card,05/01/2024
R301279,T1015284,,110982.0,SKU100439,damaged,105.85,cash,19-Sep-2024
R301280,T1176622,,104567.0,SKU100317,other,180.28,cash,2025/09/26
R301281,T1027015,,106081.0,SKU100540,damaged,205.95,card,2025-12-01
R301282,T1158556,,106328.0,SKU100092,quality,331.88,cash,09/14/2024
R301283,T1178830,,107729.0,SKU100297,other,333.14,card,2024-09-25
R301284,T1054589,,106813.0,SKU100382,other,4.07,cash,01 Sep 2025
R301285,T1007672,,106846.0,SKU100069,other,162.37,card,21-05-2025 00:00:00
R301286,T1061882,,107925.0,SKU100585,wrong item,387.36,card,2025/01/23
R301287,T1124200,,,SKU100326,quality,179.54,UPI,2025/12/22
R301288,T1049295,,117383.0,SKU100408,quality,99.54,card,07/18/2025
R301289,T1115175,,119036.0,SKU100286,damaged,125.52,cash,02 Jul 2025
R301290,T1133256,2024-10-06,105914.0,SKU100001,other,94.43,cash,06/10/2024
R301291,T1150038,,106801.0,SKU100526,damaged,142.34,card,14-Jul-2025
R301292,T1090978,,114299.0,SKU100138,wrong item,212.81,cash,26-02-2024 00:00:00
R301293,T1193528,2025-02-07,111328.0,SKU100491,damaged,46.38,card,07/02/2025
R301294,T1181730,,109864.0,SKU100092,damaged,91.6,cash,23-12-2025 00:00:00
R301295,T1118274,,107088.0,SKU100330,wrong item,52.49,card,29-11-2024 00:00:00
R301296,T1140303,2024-06-28,107807.0,SKU100438,wrong item,176.52,UPI,28/06/2024
R301297,T1033844,,106309.0,SKU100518,damaged,248.21,cash,28-Nov-2024
R301298,T1122413,,117711.0,SKU100510,wrong item,326.68,card,29 Mar 2025
R301299,T1159593,,111752.0,SKU100426,wrong item,232.03,card,14 Apr 2025
R301300,T1106163,,100075.0,SKU100223,damaged,111.88,card,03-Jan-2025
R301301,T1198660,,109718.0,SKU100005,other,100.96,UPI,15 Apr 2024
R301302,T1132606,,107076.0,SKU100279,wrong item,202.82,card,2025-08-24
R301303,T1167972,,,SKU100069,other,3.69,UPI,18-04-2025 00:00:00
R301304,T1119223,,108903.0,SKU100115,wrong item,119.45,UPI,2025/07/11
R301305,T1169311,,103267.0,SKU100325,other,152.4,UPI,12 Apr 2025
R301306,T1086920,,109499.0,SKU100019,quality,190.7,cash,24-03-2024 00:00:00
R301307,T1180544,,,SKU100414,quality,63.14,card,2024-11-29
R301308,T1192587,,117327.0,SKU100528,quality,136.04,card,2024/07/03
R301309,T1017647,,107905.0,SKU100170,quality,190.23,UPI,04-Oct-2025
R301310,T1005580,,102167.0,SKU100325,quality,157.12,UPI,09-Apr-2024
R301311,T1104882,,104832.0,SKU100042,damaged,26.58,UPI,28-08-2024 00:00:00
R301312,T1059848,,114123.0,SKU100480,quality,3.48,cash,24-07-2025 00:00:00
R301313,T1064025,,108436.0,SKU100409,wrong item,81.89,card,14-11-2025 00:00:00
R301314,T1006399,,100933.0,SKU100570,quality,187.71,UPI,01 Aug 2025
R301315,T1080812,,117740.0,SKU100305,other,39.57,card,20 Feb 2024
R301316,T10001315,,110496.0,SKU100030,quality,97.27,UPI,13-03-2024 00:00:00
R301317,T1157179,,111536.0,SKU100280,quality,212.76,cash,2025-12-30
R301318,T1046262,,113759.0,SKU100119,wrong item,18.86,card,2024-04-15
R301319,T1090102,2025-05-18,117056.0,SKU100043,quality,251.42,card,18/05/2025
R301320,T10001319,2025-08-14,113658.0,SKU100117,damaged,201.23,card,14/08/2025
R301321,T1143493,,100040.0,SKU100240,other,205.9,cash,2025/01/07
R301322,T1017363,,100926.0,SKU100079,damaged,85.15,cash,2025-10-10
R301323,T1080956,2024-04-28,113442.0,SKU100493,wrong item,324.44,cash,28/04/2024
R301324,T1033593,,108319.0,SKU100425,quality,182.67,UPI,2025-06-02
R301325,T1071570,,117458.0,SKU100403,other,27.83,card,2025/01/24
R301326,T10001325,,,SKU100353,damaged,411.38,card,2025-09-15
R301327,T1103412,,109253.0,SKU100040,wrong item,343.19,card,23-06-2024 00:00:00
R301328,T1150954,,107066.0,SKU100591,quality,4.6,cash,2025/04/27
R301329,T1144825,,107153.0,SKU100088,quality,81.29,card,13-09-2024 22:10:26
R301330,T1018826,,109488.0,SKU100130,other,62.51,cash,18-12-2025 00:00:00
R301331,T1016798,2024-05-28,100211.0,SKU100387,quality,42.15,cash,28/05/2024
R301332,T1176970,,109884.0,SKU100044,wrong item,94.17,UPI,26-Oct-2024
R301333,T1034962,,110939.0,SKU100362,wrong item,46.49,UPI,10 Jun 2025
R301334,T1190926,2024-07-13,117435.0,SKU100113,wrong item,112.29,UPI,13/07/2024
R301335,T1105314,,107446.0,SKU100031,wrong item,128.18,UPI,27-06-2024 00:00:00
R301336,T1035232,,118521.0,SKU100324,damaged,156.28,cash,29 Aug 2025
R301337,T1093486,,112060.0,SKU100459,other,12.44,cash,20-Mar-2025
R301338,T1064326,,116827.0,SKU100141,quality,331.66,UPI,2025/12/03
R301339,T1073351,,108495.0,SKU100367,damaged,397.61,card,11-May-2024
R301340,T1088129,,113281.0,SKU100185,damaged,92.12,cash,10-04-2025 00:00:00
R301341,T10001340,2024-12-28,103394.0,SKU100591,other,169.15,card,28/12/2024
R301342,T1050455,,113453.0,SKU100121,quality,116.77,UPI,25-03-2024 00:00:00
R301343,T1037497,,103167.0,SKU100329,wrong item,183.49,cash,18 Aug 2024
R301344,T1159016,,105894.0,SKU100328,damaged,76.08,card,04 Aug 2024
R301345,T1135478,,107187.0,SKU100256,quality,169.38,cash,18-Sep-2024
R301346,T1054382,,112452.0,SKU100055,quality,38.69,card,12 Dec 2025
R301347,T1029240,2025-03-11,117566.0,SKU100468,other,288.54,cash,11/03/2025
R301348,T1098123,,102098.0,SKU100208,quality,169.69,UPI,2025/07/06
R301349,T1199877,,102686.0,SKU100387,damaged,59.15,UPI,09/16/2024
R301350,T1003267,2024-11-04,109722.0,SKU100151,other,140.83,card,04/11/2024
R301351,T1064887,,100290.0,SKU100164,damaged,159.95,cash,2024/07/14
R301352,T1161899,,114926.0,SKU100442,damaged,225.54,card,2025-08-31
R301353,T1186538,2025-12-11,119695.0,SKU100125,wrong item,119.59,cash,11/12/2025
R301354,T1147207,,116076.0,SKU100399,damaged,147.01,cash,09 Jul 2024
R301355,T1162842,,101324.0,SKU100460,quality,106.2,UPI,22-Jul-2025
R301356,T1138954,,107429.0,SKU100449,other,322.24,UPI,20-May-2025
R301357,T1028690,,109078.0,SKU100529,other,68.69,card,26-Jan-2025
R301358,T10001357,,113799.0,SKU100379,quality,95.51,card,06-12-2025 00:00:00
R301359,T1163723,,109592.0,SKU100033,damaged,69.76,UPI,08-12-2024 00:00:00
R301360,T1168324,,119899.0,SKU100491,wrong item,48.79,cash,25-Feb-2025
R301361,T1151485,2024-11-08,118400.0,SKU100396,quality,201.33,cash,08/11/2024
R301362,T1004896,2025-05-04,105279.0,SKU100446,other,117.4,cash,04/05/2025
R301363,T1150224,,111501.0,SKU100366,wrong item,110.52,cash,04-07-2025 00:00:00
R301364,T1074598,,119650.0,SKU100432,quality,336.55,UPI,22-07-2024 09:54:59
R301365,T1053819,,110822.0,SKU100166,quality,372.83,UPI,22-Apr-2025
R301366,T1127496,,101199.0,SKU100359,other,182.42,cash,2025/07/31
R301367,T1186283,2025-02-02,113624.0,SKU100042,damaged,42.86,UPI,02/02/2025
R301368,T1040598,,104240.0,SKU100571,quality,56.15,card,28-Jun-2025
R301369,T1148284,,105304.0,SKU100546,other,58.51,card,2025-05-20
R301370,T1047851,,,SKU100206,wrong item,143.4,card,2025-10-13
R301371,T1090385,,105773.0,SKU100304,quality,201.14,UPI,2024-04-30
R301372,T1091727,,107095.0,SKU100166,other,129.24,cash,10-06-2024 00:00:00
R301373,T1127702,,103542.0,SKU100370,quality,389.93,cash,30-Apr-2024
R301374,T1000343,,104208.0,SKU100305,wrong item,271.06,UPI,2024-08-16
R301375,T1019532,2025-12-02,104209.0,SKU100399,wrong item,183.55,cash,02/12/2025
R301376,T1131280,,115776.0,SKU100397,other,17.02,UPI,07-Dec-2024
R301377,T1125017,,104824.0,SKU100233,wrong item,180.2,UPI,27-01-2025 00:00:00
R301378,T1086076,,116171.0,SKU100462,quality,218.18,cash,03-10-2024 00:00:00
R301379,T1044725,,103159.0,SKU100567,wrong item,213.5,cash,01-01-2025 00:00:00
R301380,T1020514,,118976.0,SKU100355,wrong item,85.01,card,20 Jun 2025
R301381,T1008307,2024-11-17,113672.0,SKU100433,damaged,74.59,UPI,17/11/2024
R301382,T1169848,,112374.0,SKU100369,other,307.93,card,27-Jun-2025
R301383,T1114357,,108275.0,SKU100039,other,308.92,UPI,30-09-2024 00:00:00
R301384,T1147761,,102464.0,SKU100111,other,215.86,UPI,08/22/2024
R301385,T1032171,2025-03-04,115753.0,SKU100122,damaged,163.53,card,04/03/2025
R301386,T1060099,,103816.0,SKU100590,other,10.43,UPI,20-06-2025 00:00:00
R301387,T1017489,,111731.0,SKU100131,quality,185.49,UPI,03/25/2025
R301388,T1060859,,110248.0,SKU100490,quality,270.59,UPI,2024-01-02
R301389,T1163659,,114491.0,SKU100062,quality,225.09,UPI,2024/06/23
R301390,T1088598,,111188.0,SKU100276,quality,367.25,cash,2024/08/24
R301391,T1067122,,108793.0,SKU100570,quality,125.46,cash,05-01-2024 00:00:00
R301392,T1009559,2025-01-08,106726.0,SKU100134,wrong item,80.84,cash,08/01/2025
R301393,T1045854,,104293.0,SKU100081,wrong item,140.26,UPI,2024-01-02
R301394,T1029033,,117606.0,SKU100126,quality,194.38,cash,16 Jan 2025
R301395,T1035264,2024-04-22,105256.0,SKU100163,wrong item,141.02,card,22/04/2024
R301396,T1011322,,110947.0,SKU100562,damaged,320.91,card,18-Jun-2025
R301397,T1058935,2025-09-02,114793.0,SKU100295,damaged,379.74,card,02/09/2025
R301398,T1081532,,104368.0,SKU100066,damaged,178.7,card,09-06-2024 00:00:00
R301399,T1008877,,117217.0,SKU100594,damaged,100.1,UPI,02-09-2025 00:00:00
R301400,T1141744,,116175.0,SKU100266,wrong item,325.35,card,07-May-2025
R301401,T1079275,,114196.0,SKU100167,quality,149.68,card,2024/06/02
R301402,T1087244,,109431.0,SKU100465,quality,434.83,cash,2025-09-05
R301403,T1103673,,,SKU100109,quality,102.32,card,07-02-2025 00:00:00
R301404,T1043251,,109588.0,SKU100589,other,153.23,cash,2024/10/25
R301405,T1152016,,102231.0,SKU100318,quality,232.4,UPI,21-01-2025 00:00:00
R301406,T10001405,,114189.0,SKU100332,other,12.87,card,2024-02-22
R301407,T1186467,,118055.0,SKU100107,quality,162.19,cash,08-07-2025 00:00:00
R301408,T1124397,,119092.0,SKU100146,damaged,147.69,cash,05-06-2025 00:00:00
R301409,T1192594,,102831.0,SKU100311,wrong item,326.25,card,03-11-2024 00:00:00
R301410,T1022370,,102230.0,SKU100485,quality,209.62,card,10-06-2024 14:22:33
R301411,T1011972,,100623.0,SKU100531,other,8.89,card,18 May 2024
R301412,T10001411,,107256.0,SKU100539,wrong item,241.39,card,15 Jun 2024
