product_sku,product_name,category,subcategory,brand,mrp,cost_price,unit,weight_g,pack_size,active_flag
SKU100241,CleanHome Oral Care Classic,Personal Care,Oral Care,CleanHome,644.28,506,pcs,,1,Y
SKU100242,FreshFarm Staples Regular,grocery,staples,FreshFarm,380.63,279.44,pcs,1912.0,4,Y
SKU100243,GreenFields Small Appliances Classic,Electronics,Small Appliances ,GreenFields,712.94,526,kg,836.0,1,Y
SKU100244,HomeEase Small Appliances Plus,Electronics ,Small Appliances ,HomeEase,591.36,527.96,g,992.0,6,Y
SKU100245,TechNova Fresh Fruits Regular,Fruits & Veg ,Fresh Fruits,TechNova,1228.94,₹946,kg,2278.0,2,Y
SKU100246,DailyDelight Packaged Foods Premium,Grocery ,Packaged Foods ,DailyDelight,1342.6,923.42,g,196.0,6,Y
SKU100247,CleanHome Small Appliances Regular,electronics,Small Appliances,CleanHome,469.95,413.69,l,,6,Y
SKU100248,PurePlus Fresh Fruits Regular,Fruits & Veg ,Fresh Fruits ,PurePlus,"₹1,878",1318.72,pcs,1147.0,6,Y
SKU100249,TasteMax Small Appliances Natural,Electronics,Small Appliances ,TasteMax,1413.43,1231.8,g,54.0,4,Y
SKU100250,GlowPlus Accessories Classic,Electronics,accessories,GlowPlus,810.11,605,l,,2,Y
SKU100251,TasteMax Accessories Natural,electronics,Accessories ,TasteMax,1093.49,982,l,992.0,10,Y
SKU100252,HomeEase Small Appliances Plus,Electronics ,small appliances,HomeEase,980.24,₹657,pcs,,4,Y
SKU100253,DailyDelight Fresh Vegetables Natural,Fruits & Veg ,Fresh Vegetables ,DailyDelight,₹809,600,pcs,1846.0,2,Y
SKU100254,GreenFields Small Appliances Premium,Electronics,Small Appliances ,GreenFields,₹173,120.99,kg,2028.0,1,Y
SKU100255,DailyDelight Hair Care Natural,Personal Care ,Hair Care ,DailyDelight,881.94,786,kg,3157.0,10,Y
SKU100256,GreenFields Snacks Natural,Grocery ,Snacks ,GreenFields,"1,559",1240.99,pcs,155.0,4,Y
SKU100257,DailyDelight Oral Care Premium,personal care,Oral Care ,DailyDelight,679.62,486.19,g,624.0,2,Y
SKU100258,FreshFarm Hair Care Premium,Personal Care ,hair care,FreshFarm,781.22,589,pcs,,2,Y
SKU100259,PurePlus Small Appliances Natural,electronics,Small Appliances,PurePlus,361.17,254.26,g,1916.0,10,Y
SKU100260,TechNova Home Care Regular,Household ,home care,TechNova,"1,072",₹876,l,1656.0,1,Y
SKU100261,GreenFields Accessories Natural,Electronics ,Accessories,GreenFields,261.07,218.22,kg,4574.0,4,Y
SKU100262,DailyDelight Packaged Foods Classic,Grocery,Packaged Foods ,DailyDelight,₹513,393,g,1357.0,2,Y
SKU100263,TasteMax Cleaning Classic,household,cleaning,TasteMax,289.26,,kg,460.0,4,Y
SKU100264,GreenFields Small Appliances Natural,Electronics ,Small Appliances,GreenFields,322.29,,kg,2767.0,10,Y
SKU100265,GlowPlus Oral Care Premium,Personal Care ,oral care,GlowPlus,842.92,630.81,l,,1,Y
SKU100266,TechNova Utensils Natural,Household,utensils,TechNova,39.68,,g,290.0,1,N
SKU100267,TechNova Home Care Regular,Household ,home care,TechNova,181.41,₹153,g,364.0,2,N
SKU100268,GlowPlus Fresh Fruits Regular,fruits & veg,fresh fruits,GlowPlus,247.40,₹181,g,1465.0,6,Y
SKU100269,HomeEase Small Appliances Plus,Electronics ,small appliances,HomeEase,349.15,₹256,g,1153.0,4,Y
SKU100270,FreshFarm Skin Care Plus,Personal Care,Skin Care ,FreshFarm,1337.13,₹976,l,,4,Y
SKU100271,PurePlus Utensils Natural,Household ,utensils,PurePlus,405.48,291.19,kg,4101.0,10,Y
SKU100272,GreenFields Utensils Classic,Household ,Utensils ,GreenFields,172.97,₹146,pcs,,10,Y
SKU100273,FreshFarm Home Care Classic,household,Home Care,FreshFarm,552.06,435.27,g,1485.0,6,Y
SKU100274,DailyDelight Packaged Foods Classic,grocery,Packaged Foods ,DailyDelight,302.11,₹203,l,1769.0,1,Y
SKU100275,GreenFields Fresh Fruits Natural,Fruits & Veg,Fresh Fruits ,GreenFields,221.21,₹162,kg,2680.0,6,Y
SKU100276,FreshFarm Utensils Regular,household,Utensils ,FreshFarm,42,36.13,pcs,,2,Y
SKU100277,TasteMax Snacks Natural,Grocery ,Snacks,TasteMax,73.43,57.29,l,,1,Y
SKU100278,GlowPlus Packaged Foods Regular,grocery,Packaged Foods,GlowPlus,663.79,444,l,,10,Y
SKU100279,HomeEase Utensils Premium,Household ,Utensils,HomeEase,1321.81,1142.47,g,1265.0,10,Y
SKU100280,GreenFields Utensils Natural,Household,Utensils,GreenFields,714,,l,1231.0,2,Y
SKU100281,HomeEase Accessories Natural,electronics,accessories,HomeEase,548,,l,,4,Y
SKU100282,GreenFields Fresh Fruits Natural,Fruits & Veg ,Fresh Fruits ,GreenFields,265.73,230.26,g,1825.0,1,Y
SKU100283,DailyDelight Staples Plus,grocery,Staples ,DailyDelight,287.19,257,pcs,,1,Y
SKU100284,GreenFields Oral Care Plus,Personal Care ,oral care,GreenFields,156.93,111.62,l,,10,Y
SKU100285,PurePlus Home Care Regular,household,Home Care ,PurePlus,574,409.94,g,246.0,10,Y
SKU100286,FreshFarm Staples Classic,Grocery ,Staples ,FreshFarm,₹102,80.54,kg,508.0,2,Y
SKU100287,HomeEase Oral Care Premium,Personal Care ,Oral Care ,HomeEase,450,399.29,g,1299.0,6,Y
SKU100288,HomeEase Fresh Fruits Regular,fruits & veg,fresh fruits,HomeEase,1564.71,,g,1327.0,2,Y
SKU100289,DailyDelight Fresh Fruits Regular,fruits & veg,Fresh Fruits ,DailyDelight,905.80,811,kg,2838.0,10,N
SKU100290,FreshFarm Beverages Natural,Grocery ,beverages,FreshFarm,₹405,323.78,kg,2615.0,4,Y
SKU100291,CleanHome Small Appliances Classic,Electronics ,Small Appliances,CleanHome,277.98,197.54,l,1798.0,1,Y
SKU100292,TechNova Skin Care Regular,personal care,Skin Care,TechNova,339,,pcs,,1,Y
SKU100293,FreshFarm Fresh Vegetables Premium,Fruits & Veg,Fresh Vegetables ,FreshFarm,212.14,140.7,g,1023.0,2,Y
SKU100294,PurePlus Hair Care Plus,Personal Care ,hair care,PurePlus,887.22,₹771,l,1540.0,10,Y
SKU100295,DailyDelight Accessories Natural,electronics,Accessories,DailyDelight,1829.63,"₹1,518",g,156.0,6,Y
SKU100296,TechNova Fresh Vegetables Regular,Fruits & Veg ,fresh vegetables,TechNova,514.24,,g,790.0,1,Y
SKU100297,TasteMax Utensils Regular,Household ,Utensils,TasteMax,616.99,407.44,g,1023.0,2,Y
SKU100298,PurePlus Fresh Fruits Classic,Fruits & Veg ,Fresh Fruits ,PurePlus,108.09,₹77,l,432.0,2,Y
SKU100299,GlowPlus Skin Care Premium,personal care,skin care,GlowPlus,31.15,26,kg,2112.0,2,Y
SKU100300,DailyDelight Skin Care Natural,personal care,skin care,DailyDelight,363.32,276.35,pcs,,1,Y
SKU100301,DailyDelight Oral Care Premium,Personal Care ,Oral Care ,DailyDelight,₹276,215.35,kg,2029.0,4,Y
SKU100302,PurePlus Accessories Regular,electronics,accessories,PurePlus,₹223,192,pcs,1435.0,10,Y
SKU100303,DmartBasic Cleaning Premium,Household,Cleaning,DmartBasic,322.13,279,pcs,1416.0,1,Y
SKU100304,PurePlus Accessories Plus,Electronics ,accessories,PurePlus,65.8,54.90,l,,2,Y
SKU100305,TasteMax Skin Care Premium,personal care,Skin Care ,TasteMax,874.97,₹574,pcs,,2,Y
SKU100306,TechNova Fresh Vegetables Regular,Fruits & Veg,fresh vegetables,TechNova,417.88,325.77,kg,2321.0,4,Y
SKU100307,DailyDelight Skin Care Natural,personal care,Skin Care ,DailyDelight,759.33,681.82,l,,6,Y
SKU100308,CleanHome Small Appliances Premium,Electronics ,Small Appliances ,CleanHome,121,104.07,l,480.0,1,Y
SKU100309,GreenFields Fresh Vegetables Plus,Fruits & Veg,Fresh Vegetables ,GreenFields,689.38,588.04,g,615.0,6,N
SKU100310,PurePlus Packaged Foods Plus,grocery,packaged foods,PurePlus,643.13,533,l,504.0,2,Y
SKU100311,PurePlus Beverages Natural,Grocery,Beverages,PurePlus,389.54,₹268,kg,1479.0,6,Y
SKU100312,TasteMax Utensils Premium,Household ,Utensils ,TasteMax,659.70,552.97,g,949.0,1,Y
SKU100313,GlowPlus Staples Premium,grocery,Staples ,GlowPlus,760.87,593.24,pcs,1734.0,2,Y
SKU100314,CleanHome Snacks Premium,Grocery ,Snacks,CleanHome,115.25,,l,352.0,1,Y
SKU100315,FreshFarm Beverages Regular,Grocery ,beverages,FreshFarm,326.15,236.35,g,1001.0,4,Y
SKU100316,FreshFarm Oral Care Premium,personal care,Oral Care ,FreshFarm,900.4,,l,,10,Y
SKU100317,HomeEase Small Appliances Regular,Electronics ,Small Appliances,HomeEase,79.3,53,kg,2749.0,6,Y
SKU100318,HomeEase Beverages Premium,Grocery ,Beverages ,HomeEase,675.16,567.34,l,,6,Y
SKU100319,FreshFarm Staples Natural,grocery,Staples ,FreshFarm,1223.94,,kg,2530.0,1,Y
SKU100320,DmartBasic Fresh Vegetables Classic,fruits & veg,Fresh Vegetables ,DmartBasic,795.24,₹642,kg,263.0,2,Y
SKU100321,DailyDelight Beverages Classic,Grocery,Beverages ,DailyDelight,250.07,222.52,pcs,,2,Y
SKU100322,FreshFarm Home Care Plus,Household,Home Care ,FreshFarm,670.71,510.0,kg,3878.0,10,Y
SKU100323,FreshFarm Small Appliances Plus,Electronics ,Small Appliances ,FreshFarm,81.46,62,pcs,1123.0,4,Y
SKU100324,DailyDelight Utensils Classic,household,Utensils,DailyDelight,409.94,274.03,l,,6,Y
SKU100325,CleanHome Hair Care Premium,Personal Care,Hair Care,CleanHome,274.56,,pcs,1047.0,10,N
SKU100326,HomeEase Skin Care Premium,Personal Care ,Skin Care ,HomeEase,₹500,419.23,pcs,,6,N
SKU100327,HomeEase Fresh Fruits Regular,Fruits & Veg,Fresh Fruits,HomeEase,71.98,,l,,1,Y
SKU100328,GreenFields Fresh Fruits Natural,fruits & veg,Fresh Fruits ,GreenFields,630.45,₹558,pcs,,2,Y
SKU100329,CleanHome Fresh Fruits Natural,fruits & veg,Fresh Fruits ,CleanHome,76.49,60.58,g,308.0,1,Y
SKU100330,FreshFarm Accessories Premium,Electronics ,Accessories ,FreshFarm,865.44,674.84,l,432.0,10,Y
SKU100331,GreenFields Staples Premium,Grocery,staples,GreenFields,₹151,120.44,pcs,,1,Y
SKU100332,CleanHome Packaged Foods Natural,Grocery ,Packaged Foods,CleanHome,₹992,723.41,kg,739.0,1,Y
SKU100333,TasteMax Skin Care Natural,Personal Care ,Skin Care ,TasteMax,324.91,290.57,g,447.0,10,Y
SKU100334,GlowPlus Fresh Fruits Plus,Fruits & Veg,Fresh Fruits,GlowPlus,₹322,276.39,pcs,,1,Y
SKU100335,GreenFields Oral Care Natural,Personal Care ,Oral Care,GreenFields,1612.25,"1,357",kg,4539.0,6,N
SKU100336,DailyDelight Packaged Foods Regular,grocery,Packaged Foods,DailyDelight,998,822,g,86.0,4,Y
SKU100337,CleanHome Fresh Vegetables Natural,fruits & veg,fresh vegetables,CleanHome,"1,165",1004.57,g,221.0,6,Y
SKU100338,TasteMax Fresh Vegetables Regular,Fruits & Veg,Fresh Vegetables ,TasteMax,₹566,433.19,g,1183.0,2,Y
SKU100339,TechNova Fresh Fruits Regular,fruits & veg,Fresh Fruits ,TechNova,1184.79,1046.22,kg,1084.0,2,Y
SKU100340,CleanHome Hair Care Premium,Personal Care ,Hair Care ,CleanHome,851.59,743,pcs,1244.0,10,Y
SKU100341,FreshFarm Small Appliances Plus,electronics,Small Appliances,FreshFarm,1974.33,1356.3,g,369.0,2,Y
SKU100342,PurePlus Cleaning Premium,household,Cleaning ,PurePlus,46,₹40,l,1005.0,4,Y
SKU100343,DailyDelight Fresh Fruits Natural,Fruits & Veg ,Fresh Fruits,DailyDelight,269,235.55,kg,4413.0,2,Y
SKU100344,TasteMax Utensils Natural,Household ,utensils,TasteMax,₹425,340.99,pcs,,6,Y
SKU100345,FreshFarm Staples Classic,grocery,Staples,FreshFarm,45.03,31.76,g,816.0,4,Y
SKU100346,FreshFarm Skin Care Natural,Personal Care ,skin care,FreshFarm,₹867,624.94,kg,3590.0,4,Y
SKU100347,TechNova Packaged Foods Classic,Grocery ,Packaged Foods,TechNova,35.79,27,g,366.0,2,Y
SKU100348,CleanHome Packaged Foods Classic,Grocery ,packaged foods,CleanHome,190.27,171.07,kg,2401.0,6,Y
SKU100349,TasteMax Small Appliances Natural,Electronics,Small Appliances ,TasteMax,289.85,255.11,g,1770.0,4,N
SKU100350,FreshFarm Hair Care Classic,Personal Care ,Hair Care ,FreshFarm,891.04,611,pcs,,1,Y
SKU100351,TasteMax Fresh Fruits Regular,fruits & veg,Fresh Fruits,TasteMax,₹309,220.43,kg,647.0,4,Y
SKU100352,TechNova Beverages Natural,Grocery ,beverages,TechNova,554.57,₹426,g,1244.0,1,N
SKU100353,GlowPlus Small Appliances Plus,Electronics,Small Appliances,GlowPlus,1456.8,"₹1,119",pcs,1248.0,6,Y
SKU100354,TasteMax Staples Classic,Grocery,Staples ,TasteMax,829.41,616.78,g,1609.0,6,Y
SKU100355,PurePlus Skin Care Plus,personal care,skin care,PurePlus,1502.88,1236.96,pcs,272.0,4,Y
SKU100356,DmartBasic Small Appliances Plus,Electronics ,Small Appliances ,DmartBasic,523.81,386.88,l,1097.0,4,Y
SKU100357,DailyDelight Oral Care Premium,Personal Care,Oral Care ,DailyDelight,440.93,394,pcs,1782.0,4,Y
SKU100358,FreshFarm Fresh Vegetables Plus,Fruits & Veg ,fresh vegetables,FreshFarm,442.73,332.58,pcs,663.0,1,Y
SKU100359,TechNova Cleaning Natural,Household ,cleaning,TechNova,927.25,652.57,kg,2330.0,1,Y
SKU100360,PurePlus Hair Care Plus,Personal Care,Hair Care ,PurePlus,216.35,150.25,g,450.0,1,Y
SKU100361,TechNova Fresh Fruits Regular,Fruits & Veg ,fresh fruits,TechNova,669.09,,pcs,,4,Y
SKU100362,GlowPlus Accessories Classic,Electronics,Accessories ,GlowPlus,1568.38,1352.99,kg,4800.0,10,Y
SKU100363,CleanHome Oral Care Classic,personal care,oral care,CleanHome,37.56,32.2,pcs,,1,Y
SKU100364,HomeEase Home Care Classic,Household ,home care,HomeEase,395,267.75,l,659.0,2,Y
SKU100365,GlowPlus Snacks Natural,Grocery ,snacks,GlowPlus,295.65,215.49,l,,2,Y
SKU100366,TasteMax Skin Care Regular,Personal Care ,Skin Care,TasteMax,392.01,349.84,pcs,,2,Y
SKU100367,PurePlus Oral Care Premium,Personal Care ,Oral Care ,PurePlus,1004.67,705.17,l,,2,N
SKU100368,HomeEase Small Appliances Plus,Electronics,small appliances,HomeEase,269.56,189.55,g,388.0,1,N
SKU100369,GreenFields Utensils Premium,Household,Utensils ,GreenFields,₹59,52.52,l,,1,Y
SKU100370,DailyDelight Utensils Natural,household,Utensils,DailyDelight,₹356,₹294,l,,4,Y
SKU100371,HomeEase Fresh Fruits Natural,fruits & veg,Fresh Fruits,HomeEase,874.6,571.46,g,1712.0,1,Y
SKU100372,CleanHome Hair Care Premium,personal care,hair care,CleanHome,573.45,454.21,pcs,842.0,6,Y
SKU100373,GlowPlus Accessories Plus,electronics,accessories,GlowPlus,523.39,340.54,g,73.0,1,Y
SKU100374,HomeEase Fresh Vegetables Plus,Fruits & Veg ,fresh vegetables,HomeEase,156.1,133.47,l,,2,Y
SKU100375,DmartBasic Small Appliances Premium,electronics,small appliances,DmartBasic,589.05,₹386,pcs,,6,Y
SKU100376,DailyDelight Fresh Fruits Natural,Fruits & Veg,fresh fruits,DailyDelight,1634.8,1107.61,l,1344.0,1,Y
SKU100377,HomeEase Small Appliances Regular,electronics,Small Appliances ,HomeEase,294.6,211.09,pcs,,1,N
SKU100378,DmartBasic Home Care Natural,household,Home Care,DmartBasic,1261.24,928.17,kg,1577.0,1,Y
SKU100379,HomeEase Packaged Foods Premium,Grocery,Packaged Foods ,HomeEase,1123.75,803.77,pcs,559.0,2,Y
SKU100380,GreenFields Utensils Classic,household,utensils,GreenFields,147.54,104.37,l,376.0,10,Y
SKU100381,DailyDelight Skin Care Plsu,Personal Care ,Skin Care,DailyDelight,484.44,₹407,l,,2,Y
SKU100382,GreenFields Beverages Regular,Grocery ,Beverages ,GreenFields,1681.5,"₹1,256",pcs,,4,Y
SKU100383,DailyDleight Fresh Fruits Classic,Fruits & Veg ,fresh fruits,DailyDelight,415.7,339.07,g,661.0,1,Y
SKU100384,DmartBasic Hair Care Classic,Personal Care ,Hair Care,DmartBasic,421.56,₹376,g,1903.0,1,Y
SKU100385,GlowPlus Packaged Foods Regular,grocery,packaged foods,GlowPlus,224.69,185.67,kg,3266.0,4,Y
SKU100386,GlowPlus Beverages Classic,Grocery ,beverages,GlowPlus,330.77,₹282,g,1240.0,2,Y
SKU100387,PurePlus Staples Classic,Grocery ,Staples,PurePlus,45.03,₹39,l,,6,Y
SKU100388,TasteMax Fresh Vegetables Plus,fruits & veg,fresh vegetables,TasteMax,183.26,144.96,kg,2793.0,1,Y
SKU100389,TechNova Staples Premium,grocery,Staples,TechNova,"1,275",977.71,kg,4238.0,4,Y
SKU100390,PurePlus Skin Care Natural,personal care,Skin Care ,PurePlus,1000.08,678,g,323.0,2,Y
SKU100391,DmartBasic Accessories Plus,Electronics,Accessories,DmartBasic,913,744.32,kg,2146.0,2,Y
SKU100392,DmartBasic Utensils Premium,Household ,Utensils,DmartBasic,₹634,496.49,kg,1365.0,2,Y
SKU100393,PurePlus Fresh Fruits Regular,Fruits & Veg ,Fresh Fruits ,PurePlus,196,170.87,g,173.0,2,Y
SKU100394,TechNova Fresh Fruits Classic,Fruits & Veg,fresh fruits,TechNova,783.73,541.47,kg,3047.0,4,Y
SKU100395,DmratBasic Home Care Classic,Household ,home care,DmartBasic,"1,041",902.67,l,80.0,6,Y
SKU100396,FreshFarm Cleaning Classic,household,cleaning,FreshFarm,667,494.33,l,,2,N
SKU100397,DailyDelight Accessories Premium,Electronics,Accessories,DailyDelight,366.93,308.62,kg,3171.0,10,Y
SKU100398,FreshFarm Small Appliances Plus,Electronics,Small Appliances ,FreshFarm,₹43,37.28,kg,3295.0,4,Y
SKU100399,FreshFarm Packaged Foods Natural,Grocery,Packaged Foods,FreshFarm,595.59,₹419,kg,540.0,2,Y
SKU100400,PurePlus Hair Care Plus,Personal Care,Hair Care ,PurePlus,206.03,173.21,g,782.0,2,Y
SKU100401,GreenFields Accessories Regular,electronics,accessories,GreenFields,118.52,95.6,g,1282.0,4,Y
SKU100402,TechNova Accessories Natural,Electronics,Accessories ,TechNova,120.91,102,g,1590.0,10,Y
SKU100403,GlowPlus Small Appliances Premium,Electronics ,Small Appliances,GlowPlus,970.52,869.95,g,533.0,6,N
SKU100404,DmartBasic Accessories Classic,Electronics,Accessories ,DmartBasic,598.19,390.13,kg,2243.0,6,Y
SKU100405,FreshFarm Accessories Plus,Electronics,Accessories ,FreshFarm,125.43,101.65,kg,276.0,4,Y
SKU100406,TechNova Accessories Regular,Electronics ,Accessories ,TechNova,536.85,399,kg,4330.0,1,Y
SKU100407,PurePlus Fresh Fruits Classic,fruits & veg,Fresh Fruits,PurePlus,574.24,427.74,kg,2671.0,4,Y
SKU100408,DailyDelight Fresh Fruits Natural,fruits & veg,Fresh Fruits ,DailyDelight,₹36,26.44,pcs,,1,Y
SKU100409,DmartBasic Small Appliances Natural,Electronics ,small appliances,DmartBasic,969.97,857.61,l,,1,Y
SKU100410,TasteMax Packaged Foods Premium,Grocery ,Packaged Foods,TasteMax,729,640,g,612.0,1,Y
SKU100411,DailyDelight Skin Care Premium,personal care,Skin Care ,DailyDelight,707.22,471,l,,1,Y
SKU100412,TechNova Oral Care Regular,personal care,Oral Care,TechNova,958.97,746.52,l,,10,Y
SKU100413,GlowPlus Utensils Premium,Household,Utensils,GlowPlus,"1,651",1298.04,g,1438.0,4,Y
SKU100414,HomeEase Beverages Regular,Grocery,Beverages,HomeEase,61.18,53,g,450.0,1,Y
SKU100415,FreshFarm Small Appliances Regular,Electronics ,Small Appliances ,FreshFarm,596.05,₹395,g,58.0,10,Y
SKU100416,TasteMax Home Care Regular,household,Home Care,TasteMax,406.06,331.07,l,322.0,10,Y
SKU100417,HomeEase Fresh Fruits Plus,fruits & veg,fresh fruits,HomeEase,₹365,281.15,pcs,,1,Y
SKU100418,TechNova Fresh Fruits Regular,Fruits & Veg ,Fresh Fruits,TechNova,565.93,453.09,l,,4,Y
SKU100419,TasteMax Home Care Premium,household,home care,TasteMax,728.87,520.86,l,,6,Y
SKU100420,PurePlus Fresh Vegetables Plus,Fruits & Veg,Fresh Vegetables,PurePlus,530.65,353.79,l,,6,Y
SKU100421,GlowPlus Utensils Premium,household,utensils,GlowPlus,229.02,,pcs,643.0,10,Y
SKU100422,GlowPlus Accessories Classic,electronics,accessories,GlowPlus,42.2,33.58,g,105.0,4,Y
SKU100423,TechNova Accessories Regular,electronics,accessories,TechNova,232.59,179.53,pcs,,1,Y
SKU100424,GlowPlus Hair Care Natural,Personal Care ,hair care,GlowPlus,431.69,₹357,kg,2667.0,2,Y
SKU100425,TechNova Oral Care Regular,Personal Care,Oral Care,TechNova,336.79,295.04,g,75.0,10,Y
SKU100426,CleanHome Fresh Fruits Premium,fruits & veg,Fresh Fruits,CleanHome,896.69,628.78,kg,2203.0,1,Y
SKU100427,FreshFarm Small Appliances Regular,Electronics,small appliances,FreshFarm,534.12,,kg,1267.0,2,Y
SKU100428,DmartBasic Staples Natural,Grocery,staples,DmartBasic,525.47,371.15,kg,1142.0,1,Y
SKU100429,PurePlus Staples Classic,grocery,Staples,PurePlus,1027.26,688.24,g,410.0,4,Y
SKU100430,DailyDelight Fresh Fruits Premium,Fruits & Veg,Fresh Fruits ,DailyDelight,886.19,671.24,kg,2738.0,2,Y
SKU100431,HomeEase Small Appliances Plus,electronics,Small Appliances,HomeEase,438.94,374.73,kg,1068.0,4,Y
SKU100432,DailyDelight Accessories Regular,Electronics ,accessories,DailyDelight,574.98,497.95,pcs,,1,Y
SKU100433,DailyDelight Accessories Regular,electronics,Accessories ,DailyDelight,175,140.14,l,,1,Y
SKU100434,FreshFarm Staples Regular,grocery,Staples,FreshFarm,89.39,71.63,kg,3759.0,2,Y
SKU100435,TasteMax Utensils Plus,Household,utensils,TasteMax,₹572,475.59,pcs,1612.0,6,Y
SKU100436,GlowPlus Staples Plus,Grocery ,Staples ,GlowPlus,336.58,261.75,g,108.0,1,Y
SKU100437,DailyDelight Staples Natural,Grocery,staples,DailyDelight,1007.36,713,g,622.0,6,Y
SKU100438,TasteMax Snacks Regular,grocery,Snacks ,TasteMax,712.81,585.47,l,,2,Y
SKU100439,PurePlus Small Appliances Classic,electronics,small appliances,PurePlus,415.6,314,l,,2,Y
SKU100440,DmartBasic Hair Care Regular,Personal Care,Hair Care ,DmartBasic,73.63,55,pcs,,10,Y
SKU100441,CleanHome Cleaning Premium,household,Cleaning ,CleanHome,436.45,322.09,kg,4371.0,1,Y
SKU100442,GlowPlus Fresh Vegetables Plus,Fruits & Veg ,Fresh Vegetables ,GlowPlus,927.39,829.92,kg,4932.0,6,N
SKU100443,TasteMax Utensils Plus,Household ,Utensils,TasteMax,₹131,102.04,pcs,,4,Y
SKU100444,DmartBasic Skin Care Classic,Personal Care ,skin care,DmartBasic,343.36,283.5,g,1268.0,1,N
SKU100445,TechNova Accessories Natural,Electronics ,accessories,TechNova,1439.25,1009.04,pcs,,4,Y
SKU100446,DmartBasic Fresh Fruits Regular,fruits & veg,Fresh Fruits ,DmartBasic,879.51,₹653,g,1175.0,2,Y
SKU100447,TechNova Packaged Foods Plus,Grocery ,Packaged Foods ,TechNova,69.81,54.76,pcs,850.0,1,Y
SKU100448,CleanHome Utensils Plus,Household,utensils,CleanHome,704.31,613.88,g,1604.0,4,Y
SKU100449,GlowPlus Cleaning Classic,Household,cleaning,GlowPlus,605.74,425.58,g,1306.0,1,Y
SKU100450,PurePlus Oral Care Classic,Personal Care,Oral Care,PurePlus,₹263,211.25,g,510.0,10,Y
SKU100451,TechNova Fresh Fruits Premium,fruits & veg,fresh fruits,TechNova,750.88,613.98,l,1501.0,6,Y
SKU100452,TasteMax Fresh Fruits Premium,Fruits & Veg ,fresh fruits,TasteMax,₹650,498.39,kg,1719.0,6,Y
SKU100453,HomeEase Hair Care Natural,Personal Care ,Hair Care,HomeEase,₹774,690,kg,3515.0,2,Y
SKU100454,DmartBasic Small Appliances Premium,electronics,Small Appliances ,DmartBasic,798.49,537.03,pcs,,2,Y
SKU100455,GlowPlus Accessories Plus,electronics,accessories,GlowPlus,₹634,433,l,,6,Y
SKU100456,TasteMax Fresh Vegetables Plus,Fruits & Veg,Fresh Vegetables,TasteMax,548.45,398.28,g,1279.0,2,Y
SKU100457,FreshFarm Home Care Premium,household,home care,FreshFarm,₹488,335.93,pcs,,2,Y
SKU100458,GreenFields Utensils Natural,Household ,Utensils,GreenFields,₹455,302.19,g,90.0,1,Y
SKU100459,HomeEase Snacks lCassic,Grocery ,snacks,HomeEase,1184.5,939,kg,4799.0,2,N
SKU100460,CleanHome Packaged Foods Premium,grocery,Packaged Foods ,CleanHome,359.8,306.68,pcs,,6,Y
SKU100461,FreshFarm Utensils Regular,household,Utensils ,FreshFarm,873.40,696.86,pcs,509.0,6,Y
SKU100462,GreenFields Accessories Classic,Electronics ,Accessories ,GreenFields,788.41,₹569,pcs,,10,Y
SKU100463,GlowPlus Staples Natural,grocery,staples,GlowPlus,36.94,28.59,l,308.0,10,Y
SKU100464,TechNova Cleaning Plus,household,Cleaning ,TechNova,₹57,41.33,pcs,,1,Y
SKU100465,TechNova Oral Care Premium,personal care,Oral Care,TechNova,157.34,124.46,l,345.0,6,Y
SKU100466,PurePlus Small Appliances Plus,Electronics,Small Appliances,PurePlus,₹969,631.13,kg,2319.0,10,Y
SKU100467,FreshFarm Hair Care Natural,Personal Care,hair care,FreshFarm,259.00,184.54,g,1188.0,1,Y
SKU100468,PurePlus Beverages Classic,Grocery ,Beverages,PurePlus,"1,185",950.26,kg,4217.0,2,Y
SKU100469,HomeEase Hair Care Regular,personal care,Hair Care,HomeEase,490,324.79,g,462.0,1,Y
SKU100470,PurePlus Utensils Regular,Household ,Utensils ,PurePlus,466.01,417.02,l,606.0,2,Y
SKU100471,PurePlus Utensils Regular,Household ,Utensils,PurePlus,758.41,₹524,l,,6,Y
SKU100472,PurePlus Small Appliances Natural,electronics,Small Appliances,PurePlus,458.18,407.73,l,1313.0,2,Y
SKU100473,FreshFarm Small Appliances Classic,electronics,Small Appliances,FreshFarm,"1,131",739.9,pcs,1070.0,4,N
SKU100474,TechNova Small Appliances Premium,Electronics ,small appliances,TechNova,36.26,30.32,kg,747.0,6,Y
SKU100475,TasteMax Oral Care Premium,Personal Care,Oral Care,TasteMax,1298.63,922,pcs,,2,Y
SKU100476,DmartBasic Accessories Regular,electronics,accessories,DmartBasic,58.57,50,l,1933.0,10,Y
SKU100477,FreshFarm Packaged Foods Premium,Grocery ,Packaged Foods ,FreshFarm,1377.34,1234.83,kg,3541.0,2,Y
SKU100478,GlowPlus Cleaning Plus,Household,cleaning,GlowPlus,72.47,51,l,,2,Y
SKU100479,DmartBasic Fresh Vegetables Natural,Fruits & Veg ,Fresh Vegetables ,DmartBasic,152.25,124.32,l,1705.0,10,N
SKU100480,CleanHome Fresh Vegetables Regular,fruits & veg,Fresh Vegetables ,CleanHome,290.83,209.81,l,,10,Y
SKU100481,GreenFields Skin Care Natural,Personal Care ,skin care,GreenFields,162.83,₹145,g,965.0,6,Y
SKU100482,GreenFields Utensils Premium,Household,Utensils,GreenFields,308,203.95,pcs,1610.0,2,N
